title,link,abstract
Smart and Green Mobility Management for 5G‐enabled Vehicular Networks,/doi/10.1002/ett.4054,"SummaryWith the recent demand of sustainable and green smart cities, we are witnessing a growing research initiative toward the development of efficient energy‐aware 5G/Wifi‐6 wireless networks. This has led to the development of what is referred to as the Internet of Energy‐based technology to support heterogeneous and complex wireless systems such as intelligent vehicular network and smart connected cities as well as efficiently manage their available energy resources. Towards this end, the next generation of 5G/Wifi‐6 wireless network technologies shall provide a practical platform to support green Internet of vehicular networks, smart transportation systems, and smart cities. In this context, the management of vehicles' mobility and communication protocol needs to be fully investigated, adapted and reconfigured to better fit the power consumption and the energy resources' limitations of the next generation of intelligent vehicular networks. In this article, we present the latest mobility management protocols designed for 5G‐enabled vehicular networks, discuss their efficiency, their design, and their drawbacks. We point out the main characteristics, components, and limitation of mobility management protocols and wireless access. Last, but not least, we discuss several open issues, followed by future research directions toward the design and development of mobility management schemes for the next generation of green 5G and beyond enabled vehicular networks. "
"The ""ecoGator"" app: gamification for enhanced energy efficiency in Europe",/doi/10.1145/2669711.2669897,"
In the course of the IEE (Intelligent Energy Europe) funded project ""Efficiency 2.1 - New Media for top informed consumers regarding sustainable and energy efficient products"" a consortium of 12 partners (led by the Austrian Energy Agency) from 10 European countries is charged with designing, developing and rolling out an ""Efficiency adviser"" smartphone application named ""ecoGator"". The main objective of the ""ecoGator"" app is to support consumer awareness of energy efficient purchase and use of products, enhancing energy-aware and ecologically sound behavior in everyday life. To reach that goal it is crucial to encourage consumers to use this application regularly. This paper describes the evaluation of the gamification strategy of the app ""ecoGator"". With a qualitative assessment (usability testing method) the gamification elements were tested in terms of motivation, understanding and ease of use. The results of the tests will be considered in the ongoing developing phase of the application and should support the ambitious project targets.
"
M2M-routing: environmental adaptive multi-agent reinforcement learning based multi-hop routing policy for self-powered IoT systems,/doi/10.5555/3539845.3539924,"
Energy harvesting (EH) technologies facilitate the trending proliferation of IoT devices with sustainable power supplies. However, the intrinsic weak and unstable nature of EH results in frequent and unpredictable power interruptions in EH IoT devices, which further causes unpleasant packet loss or reconnection failures in IoT network. Therefore, conventional routing and energy allocation methods are inefficient in the EH environments. The complexity of the EH environment caused a stumbling block to an intelligent routing policy and energy allocation. To address the problems, this work proposes an environment adaptive Deep Reinforcement Learning (DRL)-based multi-hop routing policy, M2M-Routing, to jointly optimize energy allocation and routing policy and mitigate these challenges through leveraging the offline computation resources. We prepare multi-models for the complex energy harvesting environment offline. By searching a historically similar power trace to identify the model ID, the prepared DRL model is selected to manage energy allocation and routing policy on the query power traces. Simulation results indicate that M2M-Routing improves the amount of data delivery by ~ 3X to ~ 4X compared with baselines.
"
Cost-Constrained QoS Optimization for Approximate Computation Real-Time Tasks in Heterogeneous MPSoCs,/doi/10.1109/TCAD.2017.2772896,"Internet of Things devices, such as video-based detectors or road side units are being deployed in emerging applications like sustainable and intelligent transportation systems. Oftentimes, stringent operation and energy cost constraints are exerted on this type of applications, necessitating a hybrid supply of renewable and grid energy. The key issue of a cost-constrained hybrid of renewable and grid power is its uncertainty in energy availability. The characteristic of approximate computation that accepts an approximate result when energy is limited and executes more computations yielding better results if more energy is available, can be exploited to intelligently handle the uncertainty. In this paper, we first propose an energy-adaptive task allocation scheme that optimally assigns real-time approximate-computation tasks to individual processors and subsequently enables a matching of the cost-constrained hybrid supply of energy with the energy demand of the resultant task schedule. We then present a quality of service (QoS)-driven task scheduling scheme that determines the optional execution cycles of tasks on individual processors for optimization of system QoS. A dynamic task scheduling scheme is also designed to adapt at runtime the task execution to the varying amount of the available energy. Simulation results show that our schemes can reduce system energy consumption by up to 29% and improve system QoS by up to 108% as compared to benchmarking algorithms."
Research on Energy-Saving Optimization of Rural Houses in Specific Regions Based on Internet of Things,/doi/10.1155/2021/9256764,"With the expansion of social energy use, the optimization of residential energy conservation has become urgent and important. The research on rural housing in areas with hot summers and cold winters started late and is relatively backward in terms of housing energy saving, which greatly hinders the sustainable development of rural areas. The application of the Internet of Things technology helps to provide a stable technical guarantee for energy-saving optimization. Therefore, this paper takes the energy-saving optimization design of rural houses in hot summer and cold winter areas based on the Internet of Things technology as the research theme. This article first takes H rural area as the research object and analyzes the climatic conditions of the place, that is, the typical characteristics of hot summer and cold winter. Then, the intelligent temperature acquisition system is designed, and the working process and main hardware modules of the system are introduced. This text combines GPRS and Internet of Things technology, designs the temperature control system, and carries on the test to the system operation effect. The test results show that during the heating period in January, before and after the temperature control system controls the room temperature, the maximum relative error between the set temperature value and the actual temperature value is 0.49 and 0.27, respectively. It can be seen that the intelligent temperature energy-saving control system can collect the indoor temperature in real time and can well control the heating equipment."
A wireless sensor network for remote detection of arrhythmias using convolutional neural network,/doi/10.1007/s11276-021-02825-6,"AbstractWireless Sensor Network (WSN) is getting a lot of interest from governments, citizens, industries, and universities for applications in various domains like smart buildings, environmental surveillance, and healthcare. Designers of the WSNs must take care of certain prevalent issues associated with security, detection of faults, scheduling of events, energy-aware routing, clustering of nodes, and aggregation of data. In this work, a WSN based healthcare application for detecting Arrhythmia remotely is presented. The Electrocardiogram (ECG) is employed as the principal diagnostic tool for arrhythmia. The ECG signals are composed of information related to the distinct arrhythmia types. Nevertheless, these signals’ non-linearity, as well as complexity, makes their manual analysis quite challenging. The majority of the researchers have a lot of interest in energy efficiency as almost all advancements in diverse technologies will eventually result in a sustainable global energy system. This work has employed the Artificial Bee Colony as well as the Grey Wolf Optimiser for optimizing the clustering to boost the routing and also the network longevity. This work presents a Convolutional Neural Network technique for automatically detecting the distinct ECG segments."
A green scheduling algorithm for the distributed flowshop problem,/doi/10.1016/j.asoc.2021.107526,"AbstractIn recent years, sustainable development and green manufacturing have attracted widespread attention to environmental problems becoming increasingly serious. Meanwhile, affected by the intensification of market competition and economic globalization, distributed manufacturing systems have become increasingly common. This paper addresses the energy-efficient scheduling of the distributed permutation flowshop (EEDPFSP) with the criteria of minimizing both total flow time and total energy consumption. Considering the distributed and multi-objective optimization complexity, an improved NSGAII algorithm (INSGAII) is proposed. First, we analyze the problem-specific characteristics and designed new operators based on the knowledge of the problem. Second, four constructive heuristic algorithms are proposed to produce high-quality initial solutions. Third, inspired by the artificial bee colony algorithm, we propose a new colony generation method using the operators designed. Fourth, a local intensification is designed for exploiting better non-dominated solutions. The influence of parameter settings is investigated by experiments to determine the optimal parameter configuration of the INSGAII. Finally, a large number of computational tests and comparisons have been carried out to verify the effectiveness of the proposed INSGAII in solving EEDPFSP."
Simulation and Energy Management in Smart Environment Using Ensemble of GA and PSO,/doi/10.1007/s11277-020-07349-4,"AbstractSmart, intelligent and sustainable power consumption model in residential sector received attraction of the researchers in last couple of years. Numerous techniques have been implemented for green and smart power management but the problem of minimum power consumption without compromising user comfort in green buildings is a big challenge to the researchers. In the past, we have presented power consumption optimization models for green buildings which are constructed on principles of Particle Swarm Optimization (PSO) and Genetic Algorithm (GA). Up-to some extent, the previous intelligent models accomplished better output results, but the results shows that there is space to improve the results furthermore. In this paper, we propose an advanced energy optimization and energy control model based on multiprocessing, ensemble of PSO and GA named Advanced Energy Optimization (AEO) to provide better occupants comfort index and efficient power utilization of the energy sources. The focus of the proposed AEO model is to maximize occupant’s indoor comfort and minimize power consumption. The paper also emphases on the application of a simulator to control the actuators and update the indoor environment. The proposed AEO intelligent building model delivers power efficient green environment by minimizing power utilization and enhancing occupant’s comfort as opposed to GA based power consumption model (GAP). The proposed AEO model also provides better comfort index as compared to GAP, Single Optimization with Hybrid Prediction (SOHP), PSO and Ant Bee Colony with Knowledge Base (ABCKB) models. The results shows the usefulness of the proposed AEO model in reducing consumed power and improving the user’s comfort as compared to existing models. The model also control the building actuators based on the control information’s provided by the model."
Comparison of Neural Networks for High-Sampling Rate NILM Scenario,/doi/10.1109/MeMeA54994.2022.9856406,"The common objective of techniques employed to identify the use of household appliances is related to energy efficiency and the reduction of energy consumption. In addition, through load monitoring it is possible to assess the degree of independence of tenants with minimal invasion of privacy and thus develop sustainable health systems capable of providing the required services remotely. Both approaches should initially deal with the load identification stage. For that purpose, this work presents three different solutions that take the events of the electrical current signal acquired at high frequency and process them for classification by using two different topologies of Artificial Neural Networks (ANN). The data of interest used as input for the ANN in the proposals are the normalized signal captured around the events, the images created by dividing that signal into sections and organizing them in a matrix, and the images coming from the Short Time Fourier Transform (STFT) of the signal around the event. The dataset BLUED is used to carry out the validation of the proposal, where some of the proposed architectures obtain an F1 score above 90 &#x0025; for more than fifteen devices under classification."
An Artificial Neural Network-Based Approach to Optimizing Energy Efficiency in Residential Buildings in Hot Summer and Cold Winter Regions,/doi/10.1155/2022/2611695,"Resource depletion and ecological crisis have prompted human beings to reflect on the behavior patterns based on industrial civilization so as to seek ways of sustainable development of human society, economy, technology, and environment. The energy consumed in the construction process, commonly known as building energy consumption, accounts for more and more of the total social energy consumption, and with the continuous development of social economy and the improvement of living standards, this proportion will be larger and larger. The structure of the neural network directly determines its performance and work efficiency. The structure optimization of the neural network is not only a hot issue in this field but also an insurmountable key step in engineering applications. With the increase of network depth, the structural optimization difficulty index of the neural network increases, so solving this problem has important theoretical and practical significance for the design and application of the neural network. In this paper, the energy saving of buildings is optimized based on the optimization of structures such as particle swarm optimization (PSO) algorithm and restricted Boltzmann machine. The experimental results show that the BPNN optimized by the improved PSO algorithm is significantly better than the non-optimized BPNN and the BPNN optimized by the basic PSO algorithm. The comprehensive output rate of the optimized neural network can reach 64.5%. In general, the error rate of the optimized artificial neural network (ANN) will be 57.65% lower than the original one."
Future Communications and Energy Management in the Internet of Vehicles: Toward Intelligent Energy-Harvesting,/doi/10.1109/MWC.001.1900009,"As an emerging communication platform in the Internet of Things, IoV is promising to pave the way for the establishment of smart cities and provide support for various kinds of applications and services. Energy management in IoV has been attracting an upsurge of interest in both academia and industry. Currently, green IoV mainly focuses on two aspects: energy management of battery- enabled RSUs and EVs. However, these two issues are always resolved separately while ignoring their interactions. This standalone design may cause energy underutilization, a mismatch between traffic demands and energy supplies, as well as high deployment and sustainable costs for RSUs. Therefore, the integration of energy management between battery-enabled RSUs and EVs calls for comprehensive investigation. This article first provides an overview of several promising research fields for energy management in green IoV systems. Given the significance of efficient communications and energy management, we construct an intelligent energy-harvesting framework based on V2I communications in green IoV communication systems. Specifically, we develop a three-stage Stackelberg game to maximize the utilities of both RSUs and EVs in V2I communications. After that, a real-world trajectory-based performance evaluation is provided to demonstrate the effectiveness of our scheme. Finally, we identify and discuss some research challenges and open issues for energy management in green IoV systems."
Decentralized Power Distribution in the Smart Grid with Ancillary Lines,/doi/10.1007/s11036-017-0893-y,"AbstractEnergy management is a key topic for today’s society, and a crucial challenge is the shift from a production system based on fossil fuel to sustainable energy. A key ingredient for this important step is the use of a highly automated power delivery network, where intelligent devices can communicate and collaborate to optimize energy management. This paper investigates a specific model for smart power grids initially proposed by Zdeborov et al. (Phys Rev E Stat Nonlinear Soft Matter Phys 80(4): 2009) where backup power lines connect a subset of loads to generators so to meet the demand of the whole network. Specifically, we extend such model to minimize C
O
2 emissions related to energy production. In more detail, we propose a formalization for this problem based on the Distributed Constraint Optimization Problem (DCOP) framework and a solution approach based on the min-sum algorithm. We empirically evaluate our approach on a set of benchmarking power grid instances comparing our proposed solution to simulated annealing and to the DSA algorithm. Our results show that min-sum favorably compares with simulated annealing and DSA providing a promising solution method for this model."
Dynamic Characteristic Analysis and Stability Control of Microgrid,/doi/10.1145/3386415.3387027,"
Microgrid is an important part of the intelligent power distribution system in the future, which is of great significance for energy saving, emission reduction, and energy sustainable development. As one of the effective means for distributed power generation to connect to the grid, most of the renewable power generation is connected to the microgrid by power electronic converters, power electronics interface micro-source and traditional AC synchronous generator are quite different in power conversion, control strategy, and dynamic characteristics. The variety of control methods and the high permeability of power electronic interface micro-source will bring severe challenges to the safe and stable operation of low inertia microgrid. First of all, this paper summarizes the typical operating characteristics and dynamic stability problems of microgrid under the increasing renewable energy penetration rate. The dynamic stability of microgrid is analyzed, evaluated and discussed from two aspects: The dynamic stability analysis method of microgrid and the measures to improve the dynamic stability. Finally, the development trend of stability research of microgrid is predicted and discussed.
"
Design and implementation of an intelligent multi-input multi-output Sugeno fuzzy logic controller for managing energy resources in a hybrid renewable energy power system based on Arduino boards,/doi/10.1007/s00500-021-06288-x,"AbstractThe current work concentrates on the conception, design, and implementation of an intelligent multi-input multi-output fuzzy logic controller for the energy management of a hybrid renewable energy system including solar power and storage battery in laboratory dimensions. In proposed topology, to guarantee the sustainability of accessing electricity in the case of peak time and different weather conditions, connection to the power grid is considered, as well. The experimental effort is based on the powerful Arduino boards that attempted to provide a software and hardware prototype platform for the further worldwide development of using renewable energy resources. The main purpose of the designed intelligent fuzzy controller is to extract instantaneously the generated power by the solar panel to keep the storage battery adequately charged for various conditions of the system and ensure the reduction of grid electricity consumption. The proposed intelligent multi-input multi-output fuzzy controller has been attained and verified through simulation and experimental examinations, the output control signals are investigated and the hybrid renewable energy system performance ratio is underscored."
Approximating Arithmetic Circuits for IoT Devices Data Processing,/doi/10.1016/j.cie.2022.108792,"Highlights •A systematic framework is utilized to achieve approximate blocks.•Approximate blocks are used in sustainable and secure computing in smart cities.•The analysis is based on area, delay with considered error percentage.•Designed blocks are faster & smaller exploited for components in smart cities. AbstractSmart cities require improved and new generation IoT devices, sensors, and technology so that a whole new digital environment can be created. The various aspects of the smart city can be improved through digital transformation, sustainability, resource management, improved quality of life, and security because of emerging applications such as voice recognition, image sensing, and so on. There is a massive deployment of smart devices and sensors, which sense, collect, and process a large amount of data. So there are many critical strategies and intelligent computing is required. The most popular way to solve computational issues with conventional blocks and structures to achieve exact, deterministic results is hard computing. However, emerging applications are tolerant towards errors, so the need for a precise result is diminishing. Approximate computing is a new paradigm in the field where error tolerance is applicable; it relaxes the need for an accurate and deterministic result while also providing advantages in terms of area, time, and delay. In this paper, we proposed a novel approximate computation based on a systematic approach that utilises the Look-Up-Table (LUT) with specific errors to achieve an approximate arithmetic circuit. Approximate adder circuit is designed so that this technique can be reused for different designs deployed in various applications or IoT devices. The analysis is based on area, delay with a considered error percentage. The proposed arithmetic circuit achieves a 68 % reduction in chip area compared to the exact one with a delay of 6.159 ns. The results show that the designed approximate arithmetic circuit is smaller in size, and energy-efficient and can be exploited to implement circuits used in IoT devices."
Emission reduction by combined rule based-artificial bee colony optimization algorithm for converted plug-in hybrid electric vehicle,/doi/10.3233/JIFS-169710,Conversion of the conventional vehicle (CV) into the plug-in hybrid electric vehicle (PHEV) is one of the promising solutions to improve transport sustainability and reduce outdoor air pollution. Energy management is crucial for the performance of PHEV. The paper presents combine rule based-artificial bee colony optimization algorithm for energy management of converted plug-in hybrid electric vehicle (CPHEV). The diesel operated parallel hybrid topology is considered for study with the designed electric powertrain. NOx and PM are considered as optimization parameters along with specific fuel consumption. The performance based on fuel consumption and emissions (NOx and PM) is analyzed by considering sample Indian urban and highway driving cycle. The complete vehicle is simulated using MATLAB Simulink linked with coding. The results of converted PHEV obtained is compared with conventional one for both driving cycles for analysis of the fuel consumption and emissions considering real-time benchmarking norms. The results indicate that the combine rule based-artificial bee colony strategy keeps pollution under control required as per BSIII norms.
Living with an intelligent thermostat: advanced control for heating and cooling systems,/doi/10.1145/2370216.2370449,"
In order to better understand the opportunities and challenges of an intelligent system in the home, we studied the lived experience of a thermostat, the Nest. The Nest utilizes machine learning, sensing, and networking technology, as well as eco-feedback features. To date, we have conducted six interviews and one diary study. Our findings show that improved interfaces through web and mobile applications changed the interactions between users and their home system. Intelligibility and accuracy of the machine learning and sensing technology influenced the way participants perceive and adapt to the system. The convenient control over the system combined with limitations of the technology may have prevented the desired energy savings. These findings assert that thoughtful, continuous involvement from users is critical to the desired system performance and the success of interventions to promote sustainable choices. We suggest that an intelligent system in the home requires improved intelligibility and a better way in which users can provide deliberate input to the system.
"
An Integrated Model for Energy-Efficient Building Practices,/doi/10.1145/3436829.3436859,"
The use of advanced energy-efficient building practices is widely increasing in the international marketplace. These include building commissioning, energy simulation, measurement and verification, carbon dioxide monitoring as well as controllability of artificial lighting and ventilation systems. These processes should not be looked upon in isolation because after all, they aim at achieving almost the same green goals but acting on different sustainable criteria or life stages. It is also noted that a common obstacle for adopting such practices in the marketplace is their perceived high cost owing to the additional time and expertise required. Hence, the study proposes that their optimized integration is the cornerstone to be able to reach high building performance. This is performed through a cohesive qualitative and quantitative methodology to develop an integrated model for the abovementioned green building practices. Accordingly, relevant literature studies are studied to propose four loops of integration. This is complimented by the result of an online questionnaire among worldwide practitioners to pinpoint interesting interrelations among some of these practices. Then the results are integrated into a stock and flow diagram to define interrelations and problematic areas according to four proposed integration loops; L1: procedure, L2: temporal sequence, L3: pros and L4: cons. The study uses system dynamic modelling tools to represent the integration diagram proposed for such green building practices. Eventually, the results of the study present means of integrating advanced energy-efficient building practices as subcomponents of a larger system integration model to reach higher building energy performance targets. This can be later developed in building management plans and applications.
"
Reviews of using solar energy to cover the energy deficit after the recent war in Mosul city,/doi/10.1145/3460620.3460766,"
 This study provides a review of solar energy in Iraq, as Iraq is one of the oil-rich countries that are considered more intelligent in the field of alternative energy for the post-oil era, especially as it is located near the solar belt, which makes the solar radiation of high intensity and brightness a period of the year. We must replace non-renewable energy resources (traditional or fossil fuels) with renewable (sustainable) energy resources. This renewable energy (solar energy) is possible, clean, unlimited and environmentally friendly, and it can be used in many applications of lighting, water heating and heating in the winter, and this Reduces the electricity needed during winter for this application. And if we talk about Mosul, the climate of Mosul It’s marked by high summer and cold temperatures .degrees Celsius in the middle of the day, and in December, January and February, temperatures range from -1 degrees Celsius to 8 degrees Celsius. As Iraq is suffering from electricity shortages during this time, so the Iraqi government and the local government of Mosul in particular must take serious decisions and steps to confront and overcome these challenges, and develop developed strategies, and programs of specialized and expert people to meet the increases in demands on electric power. Renewable energies such as solar and wind energy which could play a significant role in Iraq’s future , especially the solar energy covered in this study.
"
A framework for fraud discovery via illicit agreements in energy markets,/doi/10.3233/AIC-140625,"Abstract Fundamental changes in the electrical energy sector are drawing on serious implications leading to high heterogeneity in both supply and demand. One focal point in transitioning to the smart grid vision is the liberalization and deregulation of electricity markets, which are undergoing a transformation towards accommodating a more decentralized and sustainable provision of energy. As the number of traders in the market is increasing steadily and the trading activities are becoming more complex, the energy markets are becoming more exposed to potential fraud. In this paper we address the problem of detecting collusive behavior, where a group of individual traders act together, inconsistently with the competitive model, to artificially manipulate the market and elicit illegal profits. We investigate collusion attacks in the energy market and propose a novel mechanism, showing the effectiveness and practical applicability of our method to real scenarios. Thus, while economic analysis does not imply proving guilt, it can be instrumental in making decisions about identifying market participants worthy of closer inspection from appointed antitrust authorities."
Development of an Intelligent System for Smart Home Energy Disaggregation Using Stacked Denoising Autoencoders,/doi/10.1016/j.procs.2017.01.218,"Energy sustainability remains one of the biggest challenges for the Philippines energy sector with 51% of the demand coming from the residential and commercial sectors. Intelligent energy monitoring systems play a key role with the opportunity to contribute sizeable amount of energy savings by providing meaningful consumption feedback to home owners. While smart meters provide an ideal ubiquitous energy monitoring solution, these devices lack appliance-level feedback. In this study, we present a concept of augmenting smart utility meters with an energy disaggregation method using Stacked Denoising Autoencoders to provide appliance-level feedback to home owners. We evaluate the results using absolute mean loss and proportion of energy correctly assigned as metrics for the signal disaggregation. The results show that the model was able to decompose an aggregate appliance signal and provide an itemized appliance-level power consumption."
Artificial neural network-based modelling for daylight evaluations,/doi/10.5555/3289750.3289752,"
The climate based Daylight Autonomy (DA) metric has been gaining ground in the field of sustainable building design as a measure for the amount of daylight within spaces and associated energy savings. In this study, Artificial Neural Networks (ANNs) were used to predict DA levels in interior spaces as an alternative to computationally expensive simulations. Research was carried out in three phases of increasing complexity: First, a neural network was trained and validated for a single design space. Subsequently, the window design was altered and a neural network was trained and tested on its ability to predict DA levels according to changes in window design. Lastly, the neural network was trained to account for the effects of shading from an external obstruction. After sufficient training, the ANN, during the recall stage, was able to predict DA, on average, within 3 DA short of the simulated DA results for both the shaded and unobstructed scenario. The results obtained show the potential of neural networks as a prediction tool for estimating Daylight Autonomy.
"
Priority‐aware intelligent device access management for carbon footprint monitoring in sustainable cites and society,/doi/10.1049/cmu2.12551,"AbstractCarbon footprint monitoring provides significant basis for computing facilities to improve the computing efficiency and reduce the energy cost, which can enable low/zero carbon computing and facilitate the construction of sustainable cites. Massive sensing devices access to 5G base station to transmit collected carbon emission data, which requires intelligent access management. Fast uplink grant possesses the advantages of reducing signalling overhead and access conflicts while facing the problems of incomplete information and difficulty in guaranteeing priority constraint. This paper examines, the maximum access queuing delay minimization problem is formulated under the long‐term service priority constraint and the short‐term access management constraint. First, Lyapunov optimization is leveraged to decouple the long‐term service priority constraint and short‐term access management optimization, and decompose the long‐term stochastic optimization problem into a series of short‐term deterministic problems. Then, a priority‐aware deep Q‐network (DQN)‐based fast uplink grant access management (PDAC) algorithm is proposed to achieve intelligent access management with differentiated service priority requirements. PDAC utilizes DQN to handle non‐convex high‐dimensional optimization problem with service priority constraint to achieve intelligent access management and priority awareness. Simulation results demonstrate that PDAC outperforms the existing algorithms in access queuing delay, buffer queue backlog, and priority deficit fluctuation."
Intelligent Control System in Desert Areas Based on Photovoltaic Microgrid Power Supply,/doi/10.1155/2021/9514211,"With the advent of the global energy crisis, the use of sustainable green energy has become more and more widespread and the utilization rate of photovoltaic industry in high-altitude desert areas is getting higher and higher. This article mainly studies the intelligent control system in desert area based on photovoltaic microgrid power supply. The system uses shielded twisted pair to transmit signals, and electrostatic interference and electromagnetic induction interference are effectively suppressed. After ensuring that the encoder feedback is correct and the motor movement direction is consistent with the command direction and the safety of the movement stroke, the PID parameters of the motor are tuned in PAMCturningpro. For the performance test of this system, the design and implementation of the test plan should be carried out according to the concurrent support target and response time target proposed in the performance analysis of the system. Concurrent users use the LoadRunner tool to create the customer test machine to simulate the concurrent access and operation of the system. In each iteration process, the test results are recorded in the same way as the benchmark test and finally the system can still achieve the expected performance when the actual concurrency reaches the limit of 5007. The results show that the intelligent control system in this paper has the advantages of low cost, convenient operation, perfect function, high precision, stable and reliable operation, etc. and has good practical value."
Semantics for Cyber-Physical Systems: A cross-domain perspective,/doi/10.3233/SW-190381,"Modern life is increasingly made more comfortable, efficient, and sustainable by the smart systems that surround us: smart buildings monitor and adjust temperature levels to achieve occupant comfort while optimizing energy consumption; smart energy grids reconfigure dynamically to make the best use of ad-hoc energy produced by a host of distributed energy producers; smart factories can be reconfigured on the shop-floor to efficiently produce a diverse range of products. These complex systems can only be realized by tightly integrating components in the physical space (sensors, actuators) with advanced software algorithms in the cyber-space, thus creating so-called Cyber-Physical Systems (CPS). Semantic Web technologies (SWT) have seen a natural uptake in several areas based on CPS, given that CPS are data and knowledge intensive while providing advanced functionalities typical of semantics-based intelligent systems. Yet, so far, this uptake has primarily happened within the boundaries of application domains resulting in somewhat disconnected research communities. In this paper, we take a cross-domain perspective by synthesizing our experiences of using SWTs during the engineering and operation of CPSs in smart manufacturing, smart buildings, and smart grids. We discuss use cases that are amenable to the use of SWTs, benefits and challenges of using these technologies in the CPS lifecycle as well as emerging future trends. While non-exhaustive, our paper aims at opening up a dialog between these fields and at putting the foundation for a research area on semantics in CPS."
Research on Digital Application of Lighting Design in Public Space Based on Cloud Computing and Data Mining,/doi/10.1155/2021/8802458,"Light comes along with everything in the world, which makes the world full of vigor and vitality. The appearance and development of urban landscape art lighting have added a surprise to human beings and have also increased their desire and pursuit for life. This paper describes the characteristics and functions of intelligent lighting control system in landscape public space based on cloud computing and big data, and how to use remote measurement and control technology. The system is composed of intelligent sensing layer, network transport layer, and big data processing application layer, which can collect the location and running status information of urban lighting equipment in real time. The application mode, management mode, and service mode of traditional lighting were changed through a remote platform, and the sustainable development mode of energy saving and environmental protection in the future was realized. The importance of humanized lighting design in landscape public space and the scientificalness of humanized lighting design in landscape public space lighting design are further clarified. This paper hopes to have certain reference value and guiding significance in landscape public space lighting design."
iSleep: thermal entropy aware intelligent sleep scheduling algorithm for wireless sensor network,/doi/10.1007/s00542-019-04706-7,"AbstractThe optimal operation of Wireless Sensor Network (WSN) requires a sustainable topology. A dead node may result in a breach of end-to-end connectivity in the network. The thermal sensitivity of any sensor affects the lifetime of the node. Every sensor node has a typical operating temperature zone. Beyond the operating temperature threshold, the system reduces the performances and consequently forms a disconnected network. Network entropy represents the evaluation of the anisotropy of the temperature distribution profile of the system that measures the network stability. In this work, an intelligent sleep scheduling algorithm ‘iSleep’ is proposed based on available neighboring nodes, associated network entropy, and traffic flow pattern. iSleep enables the sensor nodes to auto-control the sleep state of the nodes and maintain network connectivity for a longer amount of time. The proposed algorithm is tested for numerous representative networks on MATLAB 2016a and the Cooja simulator on Instant Contiki-2.7 with two energy models of Tmote Sky and Zolertia Z1. It is found that the proposed algorithm outperforms the existing scheduling algorithms in terms of the lifetime of a network for both the energy models."
Resource Allocation for Intelligent Reflecting Surface Aided Wireless Powered Mobile Edge Computing in OFDM Systems,/doi/10.1109/TWC.2021.3067709,"Wireless powered mobile edge computing (WP-MEC) has been recognized as a promising technique to provide both enhanced computational capability and sustainable energy supply to massive low-power wireless devices. However, its energy consumption becomes substantial, when the transmission link used for wireless energy transfer (WET) and for computation offloading is hostile. To mitigate this hindrance, we propose to employ the emerging technique of intelligent reflecting surface (IRS) in WP-MEC systems, which is capable of providing an additional link both for WET and for computation offloading. Specifically, we consider a multi-user scenario where both the WET and the computation offloading are based on orthogonal frequency-division multiplexing (OFDM) systems. Built on this model, an innovative framework is developed to minimize the energy consumption of the IRS-aided WP-MEC network, by optimizing the power allocation of the WET signals, the local computing frequencies of wireless devices, both the sub-band-device association and the power allocation used for computation offloading, as well as the IRS reflection coefficients. The major challenges of this optimization lie in the strong coupling between the settings of WET and of computing as well as the unit-modules constraint on IRS reflection coefficients. To tackle these issues, the technique of alternating optimization is invoked for decoupling the WET and computing designs, while two sets of locally optimal IRS reflection coefficients are provided for WET and for computation offloading separately relying on the successive convex approximation method. The numerical results demonstrate that our proposed scheme is capable of monumentally outperforming the conventional WP-MEC network without IRSs. Quantitatively, about 80&#x0025; energy consumption reduction is attained over the conventional MEC system in a single cell, where 3 wireless devices are served via 16 sub-bands, with the aid of an IRS comprising of 50 elements."
Predicting household water use behaviour for improved hygiene practices in internet of things environment via dynamic behaviour intervention model,/doi/10.1049/iet-net.2015.0111,"Recent advances in Internet of Things (IoT) enabled technologies allow the intelligent sensor systems to effectively and efficiently observe and identify human behaviour in many applications, particularly in energy consumption and healthcare sectors. One typical case is that how to use IoT technologies to understand human water use behaviour for improved and sustained hygiene practice. Traditionally, static behaviour intervention models are widely utilised to simulate behaviour intervention process over time. These static methods can predict targeted human behaviour reasonably well, but lack of capabilities on understanding and responding behaviour change process in IoT environments. In this study, the authors proposed a dynamic behaviour intervention model for predicting household water user behaviour for improved hygiene practices. This model is based on an expanded theory of planned behaviour (ETPB), and adopted structure equation model approach and control engineering concept. A case study of household water consumption model using artificial neural network is utilised to evaluate intervention trend of proposed ETPB dynamic behaviour model with system parameter identification. The ETPB dynamic model has been proved to be effective for modelling human behaviour intervention process."
Virtual Network Embedding Employing Renewable Energy Sources,/doi/10.1109/GLOCOM.2016.7842376,"Environmental sustainability in high capacity networks and cloud data centers has become one of the hottest research subjects. In this paper, we investigate the effective use of renewable energy and hence resource allocation in core networks with clouds as a means of reducing the carbon footprint. We develop a Green Virtual Network Embedding (GVNE) framework for minimizing the use of non-renewable energy through intelligent provisioning of bandwidth and cloud data center resources. The problem is modeled as a mixed integer linear program (MILP). The results show that it is better to instantiate virtual machines in cloud data centers that have access to abundant renewable energy even at the expense of traversing several links across the network. The GVNE model reduces the overall CO2 emissions by up to 32% for the network considering solar power availability and data center locations."
