title,link,abstract,processed_abstract
Multi-View Speech Emotion Recognition Via Collective Relation Construction,/doi/10.1109/TASLP.2021.3133196,"Automatic emotion recognition from speech plays a fundamental role towards advanced emotional intelligence in human-machine interaction systems. The discriminative knowledge from speech for effective emotion recognition may come from multiple physical properties such as energy spectrum, frequency, prosody, which could be collected as multi-view representations. However, the current works fail to fully explore the underlying interactive relations among multiple speech representations for emotion recognition. In this paper, we propose a novel Collective Multi-view Relation Network (CMRN) to exploit the intrinsic characteristics of multi-view speech representations for discriminative speech emotion recognition. Generally, the proposed CMRN consists of three sub-networks, <italic>i.e.,</italic> view-specific attention network, multi-view shared attention network and collective relation network. Specifically, the view-specific attention network is designed to excavate the distinguishable view-specific features deduced from the original speech. By contrast, the multi-view shared attention network is conceived to capture the collaborative knowledge from multiple views. Moreover, a well-designed collective relation network is explicitly constructed to characterize the shared-specific correlations, which could reflect the underlying physical interaction capabilities. As such, the decision phase can comprehensively leverage the shared and view-specific information of multiple representations, such that the final privileged deciding principle can aggregate the heterogeneous information of multi-view features to make accurate emotion recognition. Extensive experiments on two benchmark datasets demonstrate the superb performance of the proposed method in comparison with some state-of-the-art methods.",emotion recognition speech interaction discriminative knowledge speech emotion recognition multiple physical could representations underlying multiple speech representations emotion recognition collective relation network cmrn speech representations discriminative speech emotion recognition cmrn attention network shared attention network collective relation network attention network features speech shared attention network knowledge multiple collective relation network could underlying physical interaction shared multiple representations features emotion recognition
Towards on-node Machine Learning for Ultra-low-power Sensors Using Asynchronous Σ Δ Streams,/doi/10.1145/3404975,"We propose a novel architecture to enable low-power, complex on-node data processing, for the next generation of sensors for the internet of things (IoT), smartdust, or edge intelligence. Our architecture combines near-analog-memory-computing (NAM) and asynchronous-computing-with-streams (ACS), eliminating the need for ADCs. ACS enables ultra-low power, massive computational resources required to execute on-node complex Machine Learning (ML) algorithms; while NAM addresses the memory-wall that represents a common bottleneck for ML and other complex functions. In ACS an analog value is mapped to an asynchronous stream that can take one of two logic levels (vh, vl). This stream-based data representation enables area/power-efficient computing units such as a multiplier implemented as an AND gate yielding savings in power of ∼90% compared to digital approaches. The generation of streams for NAM and ACS in a brute force manner, using analog-to-digital-converters (ADCs) and digital-to-streams-converters, would sky-rocket the power-latency-energy cost making the approach impractical. Our NAM-ACS architecture eliminates expensive conversions, enabling an end-to-end processing on asynchronous streams data-path. We tailor the NAM-ACS architecture for random forest (RaF), an ML algorithm, chosen for its ability to classify using a reduced number of features. Simulations show that our NAM-ACS architecture enables 75% of savings in power compared with a single ADC, obtaining a classification accuracy of 85% using an RaF-inspired algorithm.",architecture complex processing generation smartdust architecture nam acs eliminating adcs acs enables power complex ml nam addresses represents ml complex acs asynchronous vh vl representation enables multiplier gate yielding savings power generation streams nam acs brute using adcs impractical architecture eliminates conversions processing asynchronous streams tailor architecture forest raf ml algorithm classify using architecture enables savings power adc obtaining using algorithm
Green Planning of IoT Home Automation Workflows in Smart Buildings,/doi/10.1145/3549549,"The advancement of renewable energy infrastructure in smart buildings (e.g., photovoltaic) has highlighted the importance of energy self-consumption by energy-demanding IoT-enabled devices (e.g., heating/cooling, electromobility, and appliances), which refers to the process of intelligently consuming energy at the time it is available. This stabilizes the energy grid, minimizes energy dissipation on power lines but more importantly is good for the environment as energy from fossil sources with a high CO2 footprint is minimized. On the other hand, user comfort levels expressed in the form of Rule Automation Workflows (RAW), are usually not aligned with renewable production patterns. In this work, we propose an innovative framework, coined IoT Meta-Control Firewall (IMCF+), which aims to bridge this gap and balance the trade-off between comfort, energy consumption, and CO2 emissions. The IMCF+ framework incorporates an innovative Green Planner (GP) algorithm, which is an AI-inspired algorithm that schedules energy consumption with a variety of amortization strategies. We have implemented IMCF+ and GP as part of a complete IoT ecosystem in openHAB and our extensive evaluation shows that we achieve a CO2 reduction of 45–59% to satisfy the comfort of a variety of user groups with only a moderate ≈ 3% in reducing their comfort levels.",advancement renewable photovoltaic highlighted importance electromobility appliances refers consuming stabilizes grid minimizes lines importantly fossil footprint minimized hand user comfort levels expressed rule automation workflows raw usually aligned renewable production innovative framework coined iot firewall bridge gap balance comfort consumption emissions framework incorporates innovative green planner gp algorithm algorithm schedules consumption variety amortization gp part complete iot ecosystem openhab satisfy comfort variety user groups moderate comfort levels
An advection-reflection solver for detail-preserving fluid simulation,/doi/10.1145/3197517.3201324,"Advection-projection methods for fluid animation are widely appreciated for their stability and efficiency. However, the projection step dissipates energy from the system, leading to artificial viscosity and suppression of small-scale details. We propose an alternative approach for detail-preserving fluid animation that is surprisingly simple and effective. We replace the energy-dissipating projection operator applied at the end of a simulation step by an energy-preserving reflection operator applied at mid-step. We show that doing so leads to two orders of magnitude reduction in energy loss, which in turn yields vastly improved detail-preservation. We evaluate our reflection solver on a set of 2D and 3D numerical experiments and show that it compares favorably to state-of-the-art methods. Finally, our method integrates seamlessly with existing projection-advection solvers and requires very little additional implementation.",methods fluid animation widely appreciated stability projection step dissipates leading viscosity suppression details alternative fluid animation surprisingly simple replace projection operator applied end step reflection operator applied show leads orders magnitude loss turn yields vastly reflection solver numerical show compares favorably methods finally integrates seamlessly solvers requires little additional
A circuit-architecture co-optimization framework for exploring nonvolatile memory hierarchies,/doi/10.1145/2541228.2541230,"Many new memory technologies are available for building future energy-efficient memory hierarchies. It is necessary to have a framework that can quickly find the optimal memory technology at each hierarchy level. In this work, we first build a circuit-architecture joint design space exploration framework by combining RC circuit analysis and Artificial Neural Network (ANN)-based performance modeling. Then, we use this framework to evaluate some emerging nonvolatile memory hierarchies. We demonstrate that a Resistive RAM (ReRAM)-based cache hierarchy on an 8-core Chip-Multiprocessor (CMP) system can achieve a 24% Energy Delay Product (EDP) improvement and a 36% Energy Delay Area Product (EDAP) improvement compared to a conventional hierarchy with SRAM on-chip caches and DRAM main memory.",memory building future memory hierarchies necessary framework quickly find memory hierarchy level build joint space exploration framework combining rc circuit ann modeling framework nonvolatile memory hierarchies resistive ram reram cache hierarchy cmp delay product edp improvement delay product edap improvement hierarchy sram caches dram memory
Energy-efficient Design of MTJ-based Neural Networks with Stochastic Computing,/doi/10.1145/3359622,"Hardware implementations of Artificial Neural Networks (ANNs) using conventional binary arithmetic units are computationally expensive, energy-intensive, and have large area overheads. Stochastic Computing (SC) is an emerging paradigm that replaces these conventional units with simple logic circuits and is particularly suitable for fault-tolerant applications. We propose an energy-efficient use of Magnetic Tunnel Junctions (MTJs), a spintronic device that exhibits probabilistic switching behavior, as Stochastic Number Generators (SNGs), which forms the basis of our NN implementation in the SC domain. Further, the error resilience of target applications of NNs allows approximating the synaptic weights in our MTJ-based NN implementation, in ways brought about by properties of the MTJ-SNG, to achieve energy-efficiency. An algorithm is designed that, given an error tolerance, can perform such approximations in a single-layer NN in an optimal way owing to the convexity of the problem formulation. We then use this algorithm and develop a heuristic approach for approximating multi-layer NNs. Classification problems were evaluated on the optimized NNs and results showed substantial savings in energy for little loss in accuracy.",anns conventional binary arithmetic units overheads stochastic sc replaces conventional units logic circuits applications use magnetic tunnel junctions mtjs spintronic exhibits probabilistic switching stochastic generators sngs forms basis nn implementation sc error resilience target applications nns approximating synaptic weights nn implementation ways brought algorithm error tolerance approximations nn owing convexity formulation use algorithm heuristic approximating nns nns showed substantial little
Scattering Delay Network Simulator of Coupled Volume Acoustics,/doi/10.1109/TASLP.2022.3143697,"Artificial reverberators provide a computationally viable alternative to full-scale room acoustics simulation methods for deployment in interactive, immersive systems. Scattering delay network (SDN) is an artificial reverberator that allows direct parametric control over the geometry of a simulated cuboid enclosure, as well as the directional characteristics of the simulated sound sources and microphones. This paper extends the concept of SDN reverberators to multiple enclosures coupled via an aperture. The extension allows independent control of the acoustical properties of the coupled enclosures and the size of the connecting aperture. Transfer functions of the coupled-volume SDN are derived. The effectiveness of the proposed method is evaluated in terms of rendered energy decay curves in comparison to full-scale ray-tracing models and scale model measurements.",artificial reverberators computationally viable alternative room acoustics interactive immersive scattering delay sdn artificial reverberator allows direct parametric control geometry simulated cuboid enclosure directional characteristics simulated sound sources microphones extends concept sdn reverberators enclosures coupled via aperture extension allows independent control acoustical coupled enclosures size connecting aperture transfer functions sdn derived evaluated rendered decay curves comparison scale measurements
"A system architecture, processor, and communication protocol for secure implants",/doi/10.1145/2541228.2555313,"Secure and energy-efficient communication between Implantable Medical Devices (IMDs) and authorized external users is attracting increasing attention these days. However, there currently exists no systematic approach to the problem, while solutions from neighboring fields, such as wireless sensor networks, are not directly transferable due to the peculiarities of the IMD domain. This work describes an original, efficient solution for secure IMD communication. A new implant system architecture is proposed, where security and main-implant functionality are made completely decoupled by running the tasks onto two separate cores. Wireless communication goes through a custom security ASIP, called SISC (Smart-Implant Security Core), which runs an energy-efficient security protocol. The security core is powered by RF-harvested energy until it performs external-reader authentication, providing an elegant defense mechanism against battery Denial-of-Service (DoS) and other, more common attacks. The system has been evaluated based on a realistic case study involving an artificial pancreas implant. When synthesized for a UMC 90nm CMOS ASIC technology, our system architecture achieves defense against unauthorized accesses having zero energy cost, running entity authentication through harvesting only 7.45μJ of RF energy from the requesting entity. In all other successfully authenticated accesses, our architecture achieves secure data exchange without affecting the performance of the main IMD functionality, adding less than 1‰ (1.3mJ) to the daily energy consumption of a typical implant. Compared to a singe-core, secure reference IMD, which would still be more vulnerable to some types of attacks, our secure system on chip (SoC) achieves high security levels at 56% energy savings and at an area overhead of less than 15%.",secure communication wireless imd secure imd communication implant system architecture security functionality running wireless communication security security core security security core authentication defense attacks system implant system architecture achieves defense accesses running entity authentication entity accesses architecture achieves secure imd functionality less implant secure imd attacks secure system achieves security less
MEC-Based Jamming-Aided Anti-Eavesdropping with Deep Reinforcement Learning for WBANs,/doi/10.1145/3453186,"Wireless body area network (WBAN) suffers secure challenges, especially the eavesdropping attack, due to constraint resources. In this article, deep reinforcement learning (DRL) and mobile edge computing (MEC) technology are adopted to formulate a DRL-MEC-based jamming-aided anti-eavesdropping (DMEC-JAE) scheme to resist the eavesdropping attack without considering the channel state information. In this scheme, a MEC sensor is chosen to send artificial jamming signals to improve the secrecy rate of the system. Power control technique is utilized to optimize the transmission power of both the source sensor and the MEC sensor to save energy. The remaining energy of the MEC sensor is concerned to ensure routine data transmission and jamming signal transmission. Additionally, the DMEC-JAE scheme integrates with transfer learning for a higher learning rate. The performance bounds of the scheme concerning the secrecy rate, energy consumption, and the utility are evaluated. Simulation results show that the DMEC-JAE scheme can approach the performance bounds with high learning speed, which outperforms the benchmark schemes.",body wban suffers eavesdropping attack constraint reinforcement learning drl mec scheme resist eavesdropping attack channel scheme mec sensor send jamming secrecy rate power utilized transmission power sensor mec sensor save remaining mec sensor concerned ensure routine transmission jamming transmission additionally scheme learning learning rate bounds scheme concerning secrecy rate scheme bounds learning
Using Deep Learning and Mobile Offloading to Control a 3D-printed Prosthetic Hand,/doi/10.1145/3351260,"Although many children are born with congenital limb malformation, contemporary functional artificial hands are costly and are not meant to be adapted to growing hand. In this work, we develop a low cost, adaptable and personalizable system of an artificial prosthetic hand accompanied with hardware and software modules. Our solution consists of (i) a consumer grade electromyography (EMG) recording hardware, (ii) a mobile companion device empowered by deep learning classification algorithms, (iii) an cloud component for offloading computations, and (iv) mechanical 3D printed arm operated by the embedded hardware. We focus on the flexibility of the designed system making it more affordable than the alternatives. We use 3D printed materials and open-source software thus enabling the community to contribute and improve the system. In this paper, we describe the proposed system and its components and present the experiments we conducted in order to show the feasibility and applicability of our approach. Extended experimentation shows that our proposal is energy efficient and has high accuracy.",children born congenital limb malformation contemporary functional artificial hands costly meant adapted growing hand adaptable personalizable system artificial prosthetic hand accompanied hardware software modules consists consumer grade electromyography emg recording hardware ii companion empowered iii component computations iv mechanical printed arm operated hardware flexibility system affordable alternatives printed materials software community contribute system describe system components conducted feasibility applicability extended experimentation proposal
Energy-preserving integrators for fluid animation,/doi/10.1145/1531326.1531344,"Numerical viscosity has long been a problem in fluid animation. Existing methods suffer from intrinsic artificial dissipation and often apply complicated computational mechanisms to combat such effects. Consequently, dissipative behavior cannot be controlled or modeled explicitly in a manner independent of time step size, complicating the use of coarse previews and adaptive-time stepping methods. This paper proposes simple, unconditionally stable, fully Eulerian integration schemes with no numerical viscosity that are capable of maintaining the liveliness of fluid motion without recourse to corrective devices. Pressure and fluxes are solved efficiently and simultaneously in a time-reversible manner on simplicial grids, and the energy is preserved exactly over long time scales in the case of inviscid fluids. These integrators can be viewed as an extension of the classical energy-preserving Harlow-Welch / Crank-Nicolson scheme to simplicial grids.",numerical viscosity long fluid animation methods suffer intrinsic dissipation apply complicated mechanisms combat consequently dissipative controlled modeled explicitly manner independent time step size complicating coarse previews stepping methods simple unconditionally stable fully eulerian numerical viscosity capable liveliness fluid motion recourse corrective pressure fluxes solved simultaneously manner simplicial grids preserved exactly long time scales case inviscid fluids integrators viewed extension classical simplicial grids
Learning to Infer the Status of Heavy-Duty Sensors for Energy-Efficient Context-Sensing,/doi/10.1145/2089094.2089111,"With the prevalence of smart mobile devices with multiple sensors, the commercial application of intelligent context-aware services becomes more and more attractive. However, limited by the battery capacity, the energy efficiency of context-sensing is the bottleneck for the success of context-aware applications. Though several previous studies for energy-efficient context-sensing have been reported, none of them can be applied to multiple types of high-energy-consuming sensors. Moreover, applying machine learning technologies to energy-efficient context-sensing is underexplored too. In this article, we propose to leverage machine learning technologies for improving the energy efficiency of multiple high-energy-consuming context sensors by trading off the sensing accuracy. To be specific, we try to infer the status of high-energy-consuming sensors according to the outputs of software-based sensors and the physical sensors that are necessary to work all the time for supporting the basic functions of mobile devices. If the inference indicates the high-energy-consuming sensor is in a stable status, we avoid the unnecessary invocation and instead use the latest invoked value as the estimation. The experimental results on real datasets show that the energy efficiency of GPS sensing and audio-level sensing are significantly improved by the proposed approach while the sensing accuracy is over 90%.",prevalence mobile devices multiple sensors commercial becomes attractive battery capacity efficiency bottleneck success though studies reported none multiple sensors applying machine learning technologies underexplored machine learning technologies improving efficiency multiple sensors trading sensing accuracy try infer status sensors according outputs sensors sensors basic mobile devices indicates stable status avoid unnecessary invocation latest invoked estimation datasets efficiency gps sensing sensing sensing accuracy
A Second-Order Advection-Reflection Solver,/doi/10.1145/3340257,"Zehnder et al. [2018] recently introduced an advection-reflection method for fluid simulation that dramatically reduces artificial dissipation. We establish a connection between their method and the implicit midpoint time integration scheme, and present a simple modification to obtain an advection-reflection scheme with second-order accuracy in time. We compare with existing alternatives, including a second-order semi-Lagrangian method based on BDF2, and demonstrate the improved energy-preservation properties.",zehnder et al recently introduced method fluid simulation dramatically reduces dissipation establish connection method implicit midpoint time integration scheme present simple modification obtain scheme accuracy time compare existing alternatives including method demonstrate improved properties
FEPR: fast energy projection for real-time simulation of deformable objects,/doi/10.1145/3197517.3201277,"We propose a novel projection scheme that corrects energy fluctuations in simulations of deformable objects, thereby removing unwanted numerical dissipation and numerical ""explosions"". The key idea of our method is to first take a step using a conventional integrator, then project the result back to the constant energy-momentum manifold. We implement this strategy using fast projection, which only adds a small amount of overhead to existing physics-based solvers. We test our method with several implicit integration rules and demonstrate its benefits when used in conjunction with Position Based Dynamics and Projective Dynamics. When added to a dissipative integrator such as backward Euler, our method corrects the artificial damping and thus produces more vivid motion. Our projection scheme also effectively prevents instabilities that can arise due to approximate solves or large time steps. Our method is fast, stable, and easy to implement---traits that make it well-suited for real-time physics applications such as games or training simulators.",projection scheme corrects fluctuations deformable objects thereby removing unwanted numerical numerical explosions idea method step using integrator project back constant manifold implement using fast projection adds amount solvers test method implicit rules conjunction position dynamics projective dynamics added dissipative integrator backward euler method corrects damping produces vivid motion projection scheme prevents instabilities arise solves steps method fast stable easy implement physics games simulators
"BuildSense: Accurate, Cost-aware, Fault-tolerant Monitoring with Minimal Sensor Infrastructure",/doi/10.1145/3341171,"Buildings can achieve energy-efficiency by using solar passive design, energy-efficient structures and materials, or by optimizing their operational energy use. In each of these areas, efficiency can be improved if the physical properties of the building along with its dynamic behavior can be captured using low-cost embedded sensor devices. This opens up a new challenge of installing and maintaining the sensor devices for different types of buildings. In this article, we propose BuildSense, a sensing framework for fine-grained, long-term monitoring of buildings using a mix of physical and virtual sensors. It not only reduces the deployment and management cost of sensors but can also guarantee accurate and fault-tolerant data coverage for long-term use. We evaluate BuildSense using sensor measurements from two rammed-earth houses that were custom-designed for a challenging hot-arid climate so almost no artificial heating or cooling is required. We demonstrate that BuildSense can significantly reduce the cost of permanent physical sensors while still achieving fit-for-purpose accuracy, fault-tolerance, and stability. Overall, we were able to reduce the cost of a building sensor network by 60% to 80% by replacing physical sensors with virtual ones while still maintaining accuracy of ≤1.0°C and fault-tolerance of two or more predictors per virtual sensor.",buildings using solar passive structures use physical building captured using sensor devices opens installing maintaining sensor devices buildings buildsense buildings using mix physical virtual sensors cost sensors coverage use buildsense using sensor measurements two houses climate almost cooling buildsense reduce cost permanent physical sensors still accuracy reduce cost building sensor replacing physical sensors virtual ones still maintaining accuracy two predictors virtual sensor
Computational p-Willmore Flow with Conformal Penalty,/doi/10.1145/3369387,"The unsigned p-Willmore functional introduced in the work of Mondino [2011] generalizes important geometric functionals, which measure the area and Willmore energy of immersed surfaces. Presently, techniques from the work of Dziuk [2008] are adapted to compute the first variation of this functional as a weak-form system of equations, which are subsequently used to develop a model for the p-Willmore flow of closed surfaces in R3. This model is amenable to constraints on surface area and enclosed volume and is shown to decrease the p-Willmore energy monotonically. In addition, a penalty-based regularization procedure is formulated to prevent artificial mesh degeneration along the flow; inspired by a conformality condition derived in the work of Kamberov et al. [1996], this procedure encourages angle-preservation in a closed and oriented surface immersion as it evolves. Following this, a finite-element discretization of both procedures is discussed, an algorithm for running the flow is given, and an application to mesh editing is presented.",unsigned functional introduced work mondino generalizes geometric functionals measure area willmore immersed surfaces presently work dziuk adapted compute variation functional equations subsequently model flow closed surfaces model amenable surface area enclosed volume shown decrease monotonically regularization procedure formulated prevent mesh degeneration flow inspired conformality condition derived work kamberov et al procedure encourages closed oriented surface immersion evolves following discretization procedures discussed flow mesh editing presented
Energy-Efficient Neural Computing with Approximate Multipliers,/doi/10.1145/3097264,"Neural networks, with their remarkable ability to derive meaning from a large volume of complicated or imprecise data, can be used to extract patterns and detect trends that are too complex for the von Neumann computing paradigm. Their considerable computational requirements stretch the capabilities of even modern computing platforms. We propose an approximate multiplier that exploits the inherent application resilience to error and utilizes the notion of computation sharing to achieve improved energy consumption for neural networks. We also propose a Multiplier-less Artificial Neuron (MAN), which is even more compact and energy efficient. We also propose a network retraining methodology to recover some of the accuracy loss due to the use of these approximate multipliers. We evaluated the proposed algorithm/design on several recognition applications. The results show that we achieve ∼33%, ∼32%, and ∼25% reduction in power consumption and ∼33%, ∼34%, and ∼27% reduction in area, respectively, for 12-, 8-, and 4-bit MAN, with a maximum ∼2.4% loss in accuracy compared to a conventional neuron implementation of equivalent bit precision. These comparisons were performed under iso-speed conditions.",neural networks remarkable derive meaning volume complicated imprecise extract patterns detect trends von neumann computing considerable stretch even computing propose approximate multiplier exploits inherent resilience error utilizes notion sharing achieve consumption neural networks also propose neuron man even compact also propose retraining recover accuracy loss approximate multipliers achieve reduction consumption reduction respectively man maximum loss accuracy neuron equivalent bit precision comparisons performed
Water Flow Driven Sensor Networks for Leakage and Contamination Monitoring in Distribution Pipelines,/doi/10.1145/3342513,"In this article, we introduce the concept of Water Flow Driven Sensor Networks for leakage and contamination monitoring in urban water distribution systems. The unique aspect of our work is that the sensor network can be deployed in the underground water network with only access to connection points (through manholes) and driven only by water harvested energy without the need for AC power or frequent battery changes. Although water systems may be affected by a large variety of contaminants, only a few sensors can be practically deployed. Thus, many types of contaminants are sensed via “proxy sensing,” which may not be 100% reliable. The main problems addressed are (a) adaptation of the network to the available energy to maximize leak/contamination detection and (b) minimal artificial water circulation or leakage to improve detectability during periods of almost zero natural water flow. The article shows, through extensive simulations, that the proposed approach can drastically reduce the leakage/contamination reporting time (from 3.5h up to ∼6min), and the adaptation can reduce this circulation by ∼33% and yet enhance the collected/transmitted data by 30%.",water flow driven sensor leakage contamination urban water unique aspect sensor network deployed underground water network connection points manholes driven water harvested ac frequent battery water may affected contaminants practically deployed contaminants sensed proxy may reliable addressed adaptation network water circulation leakage detectability periods almost zero water flow drastically reduce reporting adaptation reduce circulation enhance
Toward Battery-Free Wearable Devices: The Synergy between Two Feet,/doi/10.1145/3185503,"Recent years have witnessed the prevalence of wearable devices. Wearable devices are intelligent and multifunctional, but they rely heavily on batteries. This greatly limits their application scope, where replacement of battery or recharging is challenging or inconvenient. We note that wearable devices have the opportunity to harvest energy from human motion, as they are worn by the users as long as being functioning. In this article, we propose a battery-free sensing platform for wearable devices in the form factor of shoes. It harvests the kinetic energy from walking or running to supply devices with power for sensing, processing, and wireless communication, covering all the functionalities of commercial wearable devices. We achieve this goal by enabling the whole system running on the harvested energy from two feet. Each foot performs separate tasks and two feet are coordinated by ambient backscatter communication. We instantiate this idea by building a prototype, containing energy harvesting insoles, power management circuits, and ambient backscatter module. Evaluation results demonstrate that the system can wake up shortly after several seconds’ walk and have sufficient Bluetooth throughput for supporting many applications. We believe that our framework can stir a lot of useful applications that were infeasible previously.",witnessed prevalence wearable devices wearable devices multifunctional heavily batteries replacement recharging inconvenient note wearable devices opportunity harvest worn functioning sensing wearable devices shoes harvests kinetic walking running supply devices power sensing communication wearable devices running two feet foot two feet coordinated ambient backscatter communication instantiate idea containing harvesting insoles power ambient backscatter module wake shortly seconds walk bluetooth believe stir lot infeasible
Energy-efficient Static Task Scheduling on VFI-based NoC-HMPSoCs for Intelligent Edge Devices in Cyber-physical Systems,/doi/10.1145/3336121,"The interlinked processing units in modern Cyber-Physical Systems (CPS) creates a large network of connected computing embedded systems. Network-on-Chip (NoC)-based Multiprocessor System-on-Chip (MPSoC) architecture is becoming a de facto computing platform for real-time applications due to its higher performance and Quality-of-Service (QoS). The number of processors has increased significantly on the multiprocessor systems in CPS; therefore, Voltage Frequency Island (VFI) has been recently adopted for effective energy management mechanism in the large-scale multiprocessor chip designs. In this article, we investigated energy-efficient and contention-aware static scheduling for tasks with precedence and deadline constraints on intelligent edge devices deploying heterogeneous VFI-based NoC-MPSoCs (VFI-NoC-HMPSoC) with DVFS-enabled processors. Unlike the existing population-based optimization algorithms, we proposed a novel population-based algorithm called ARSH-FATI that can dynamically switch between explorative and exploitative search modes at run-time. Our static scheduler ARHS-FATI collectively performs task mapping, scheduling, and voltage scaling. Consequently, its performance is superior to the existing state-of-the-art approach proposed for homogeneous VFI-based NoC-MPSoCs. We also developed a communication contention-aware Earliest Edge Consistent Deadline First (EECDF) scheduling algorithm and gradient descent--inspired voltage scaling algorithm called Energy Gradient Decent (EGD). We introduced a notion of Energy Gradient (EG) that guides EGD in its search for island voltage settings and minimize the total energy consumption.We conducted the experiments on eight real benchmarks adopted from Embedded Systems Synthesis Benchmarks (E3S). Our static scheduling approach ARSH-FATI outperformed state-of-the-art technique and achieved an average energy-efficiency of ∼24% and ∼30% over CA-TMES-Search and CA-TMES-Quick, respectively.",interlinked systems cps embedded systems multiprocessor mpsoc de facto processors multiprocessor systems cps voltage island vfi adopted multiprocessor static scheduling precedence deadline processors existing algorithm called switch explorative exploitative search modes static collectively scheduling voltage scaling existing earliest deadline eecdf scheduling algorithm gradient voltage scaling algorithm called gradient decent egd gradient eg egd search island voltage benchmarks adopted embedded systems benchmarks static scheduling
Multi-Persona Mobility: Joint Cost-Effective and Resource-Aware Mobile-Edge Computation Offloading,/doi/10.1109/TNET.2021.3066558,"Multi-persona mobile computing has begun to make its way to determine the battle about practical strategy for adopting personal devices in workplace. Though its competency, multi-persona performance and viability are critically threatened by the limited resources of mobile devices. In recent years, mobile edge computing (MEC) has risen as promising paradigm within the internet of things era bringing benefits to the proximity of mobile terminals, leveraging intelligent computations offloading services to address the severity of their resource scarcity. Yet, embracing mobile edge-based services to augment personas resources and performance raises new concerns including determining what computations to offload for serving the highest number of mobile devices and reducing the remote execution fees imposed on the institution. In this context, we propose new cost-effective MEC-based solution to address these issues. We develop two-level multi-objective optimization realized through an intelligent offloading decision model able to settle both concerns, by minimizing processing, memory and energy while augmenting virtual mobile instances performance on a wide range of physical devices with minimal offloading service fees. We also propose a redesigned smart genetic-based method able to accelerate and reduce the overhead of offloading decision evaluation. Extensive analysis is performed and the results show that our proposition can get more quickly the offloading strategy than other schemes. The results also demonstrate the ability to enforce the virtual mobile devices by reducing local processing, memory usage, energy consumption and execution time along with acceptable minimal additional fees compared to other techniques.",mobile strategy devices performance resources mobile devices mobile mobile computations offloading services address mobile services resources performance new concerns computations mobile devices reducing execution fees new address offloading decision able concerns memory virtual mobile performance devices minimal offloading fees able offloading decision offloading strategy virtual mobile devices reducing memory execution minimal fees
Position based fluids,/doi/10.1145/2461912.2461984,"In fluid simulation, enforcing incompressibility is crucial for realism; it is also computationally expensive. Recent work has improved efficiency, but still requires time-steps that are impractical for real-time applications. In this work we present an iterative density solver integrated into the Position Based Dynamics framework (PBD). By formulating and solving a set of positional constraints that enforce constant density, our method allows similar incompressibility and convergence to modern smoothed particle hydro-dynamic (SPH) solvers, but inherits the stability of the geometric, position based dynamics method, allowing large time steps suitable for real-time applications. We incorporate an artificial pressure term that improves particle distribution, creates surface tension, and lowers the neighborhood requirements of traditional SPH. Finally, we address the issue of energy loss by applying vorticity confinement as a velocity post process.",fluid enforcing incompressibility crucial realism computationally expensive work impractical applications work iterative density solver position based dynamics pbd formulating solving positional enforce constant density method similar incompressibility convergence smoothed particle sph solvers inherits geometric position based dynamics method allowing steps applications incorporate pressure term particle distribution creates surface tension lowers neighborhood sph issue applying vorticity confinement velocity post
Deep Neural Network Optimized to Resistive Memory with Nonlinear Current-Voltage Characteristics,/doi/10.1145/3145478,"Artificial Neural Network computation relies on intensive vector-matrix multiplications. Recently, the emerging nonvolatile memory (NVM) crossbar array showed a feasibility of implementing such operations with high energy efficiency. Thus, there have been many works on efficiently utilizing emerging NVM crossbar arrays as analog vector-matrix multipliers. However, nonlinear I-V characteristics of NVM restrain critical design parameters, such as the read voltage and weight range, resulting in substantial accuracy loss. In this article, instead of optimizing hardware parameters to a given neural network, we propose a methodology of reconstructing the neural network itself to be optimized to resistive memory crossbar arrays. To verify the validity of the proposed method, we simulated various neural networks with MNIST and CIFAR-10 dataset using two different Resistive Random Access Memory models. Simulation results show that our proposed neural network produces inference accuracies significantly higher than conventional neural network when the network is mapped to synapse devices with nonlinear I-V characteristics.",neural network multiplications emerging nonvolatile memory nvm crossbar array showed implementing utilizing emerging nvm crossbar arrays analog multipliers nonlinear characteristics nvm restrain parameters read weight parameters neural network reconstructing neural network resistive memory crossbar arrays validity neural mnist resistive memory neural network produces accuracies neural network network mapped synapse nonlinear characteristics
Exponential integrators for stiff elastodynamic problems,/doi/10.1145/2508462,"We investigate the application of exponential integrators to stiff elastodynamic problems governed by second-order differential equations. Classical explicit numerical integration schemes have the shortcoming that the stepsizes are limited by the highest frequency that occurs within the solution spectrum of the governing equations, while implicit methods suffer from an inevitable and mostly uncontrollable artificial viscosity that often leads to a nonphysical behavior. In order to overcome these specific detriments, we devise an appropriate class of exponential integrators that solve the stiff part of the governing equations of motion by employing a closed-form solution. As a consequence, we are able to handle up to three orders of magnitude larger time-steps as with conventional implicit integrators and at the same time achieve a tremendous increase in the overall long-term stability due to a strict energy conservation. The advantageous behavior of our approach is demonstrated on a broad spectrum of complex deformable models like fibers, textiles, and solids, including collision response, friction, and damping.",exponential integrators stiff elastodynamic governed differential equations classical explicit numerical shortcoming stepsizes highest occurs solution spectrum governing equations implicit inevitable mostly uncontrollable viscosity leads nonphysical behavior detriments devise exponential integrators stiff part governing equations motion employing solution consequence orders magnitude larger implicit integrators tremendous strict conservation advantageous behavior broad spectrum deformable fibers textiles solids collision friction damping
