,date,abstract,title,Unnamed: 0
0,"Volume 69, June 2021, 102801","Digital technologies integrated into port logistics are becoming increasingly decisive among port cities around the world. This growing importance is due to the need for policymakers, urban managers, port authorities, local administrators, shipping companies, couriers, and so on to develop increasingly digitalized and sustainable logistic processes. Therefore, in a global context characterized by intense datafication and globalization of trade, the data-based approach has become a necessary modus operandi to promote smart and sustainable logistics development. This forward-looking model of port logistics uses technologies such as IoT, sensors, cloud computing platforms, Big Data analytics, Artificial Intelligence (AI), GPS tracking systems, radars, drones, real-time monitoring stations, smart grids, and so on in order to collect, process, monitor and analyse data and information concerning the economic, environmental, social and technological sphere of port cities. In this sense, mobile and fixed platforms help logistics operators to optimize the management of flows (e.g., water, waste, emissions, raw materials, people, monetary investments, etc.) in an efficient and digitized manner. The study proposes a systematic literature review of the most recurring themes concerning smart and sustainable logistics initiatives within port cities in order to develop a multidimensional framework capable of holistically integrating the prevailing enabling factors (Ecosystem, Internal Organization, Data and Security, Policy and Regulation, Finance and Funding, and Digital and Technology), domains (Mobility, Environment, Economy, Telecommunications, Safety and Security, Government, and Community) and goals (Sustainable Development and Digitalization) that characterize smart and sustainable logistical development. To this end, the best practices of several pioneering port cities such as Rotterdam, Hamburg, Singapore, Los Angeles, Amsterdam, etc. implemented in partnerships with technology companies such as Cisco, IBM, Huawei and SAP were also analysed. Therefore, the results of this research show that smart and sustainable logistics initiatives in port cities: (a) have the potential to enhance the efficiency of the economic, environmental, social and technological flows; (b) increase the involvement and awareness of stakeholders such as couriers, shippers, shipping companies, citizens, port authorities, municipalities, security officers, gate and terminal personnel, and so on; and (c) provide a detailed overview of the enabling factors, domains and goals that must be activated by port cities to foster a smart and sustainable logistic transition.","Smart and sustainable logistics of Port cities: A framework for comprehending enabling factors, domains and goals",
1,"Volume 159, October 2020, 120188","In the context of the 4th industrial revolution, artificial intelligence (AI) and environmental challenges, this study investigates the role of AI, robotics stocks and green bonds in portfolio diversification. Using daily data from 2017 to 2020, we employ tail dependence as copulas and the Generalized Forecast Error Variance Decomposition to examine the volatility connectedness. Our results suggest that, first, portfolios consisting of these assets exhibit heavy-tail dependence which implies that in the times of economic turbulence, there will be a high probability of large joint losses. Second, volatility transmission is higher in the short term, implying that short-term shocks can cause higher volatility in the assets, but in the long run, volatility transmission decreases. Third, Bitcoin and gold are vital assets for hedging, though the Bitcoin is also affected by its past volatility, a feature it shares with green bonds and NASDAQ AI. During economic downturns, gold may act as a safe haven, as its shock transmission to NASDAQ AI is just around 1.41%. Lastly, the total volatility transmission of all financial assets is considerably high, suggesting that the portfolio has an inherent self-transmitting risk which requires careful diversification. The NASDAQ AI and general equity indexes are not good hedging instruments for each other.","Diversification in the age of the 4th industrial revolution: The role of artificial intelligence, green bonds and cryptocurrencies",
2,"Volume 6, 15 December 2021, 100116","Developing fuel resources is strategically crucial for Armenia. Far more than any other fossil fuel resource, coal roughly generates half the nation’s electricity. Although coal could play a critical role, no vast data is available about Armenia coal properties. Using robust modeling of energy indexes such as coal gross calorific value (GCV) by considering trivial existing datasets could be an essential clue for ensuring sustainable development. For the first time, this investigation is going to model GCV for Armenia coal samples. For this purpose, SHAP (SHapley Additive exPlanations) as a novel explainable artificial intelligence will be introduced. SHAP enables understanding the magnitude of relationships between each individual input record and its representative output and ranks input variables based on their effectiveness. SHAP was coupled by extreme gradient boosting (xgboost) as the most recently generated powerful predictive machine learning tool (SHAP-Xgboost). SHAP-Xgboost could accurately (R
2
=
0
.99) model GCV based on proximate and ultimate variables of Armenia coal samples. These significant outcomes open a new window for developing high interpretability models to assess coal properties and pinpoint the influential parameters.",Estimation of gross calorific value based on coal analysis using an explainable artificial intelligence,
3,"Volume 619, 1 February 2021, 118513","There is an urgent need to develop predictive methodologies that will fast-track the industrial implementation of organic solvent nanofiltration (OSN). However, the performance prediction of OSN membranes has been a daunting and challenging task, due to the high number of possible solvents and the complex relationship between solvent-membrane, solute-solvent, and solute-membrane interactions. Therefore, instead of developing fundamental mathematical equations, we have broken away from conventions by compiling a large dataset and building artificial intelligence (AI) based predictive models for both rejection and permeance, based on a collected dataset containing 38,430 datapoints with more than 18 dimensions (parameters). To elucidate the important parameters that affect membrane performance, we have carried out a thorough principal component analysis (PCA), which revealed that the factors affecting both permeance and rejection are surprisingly similar. We have trained three different AI models (artificial neural network, support vector machine, random forest) that predicted the membrane performance with unprecedented accuracy, as high as 98% (permeance) and 91% (rejection). Our findings pave the way towards appropriate data standardization, not only for performance prediction, but also for better membrane design and development.",Artificial intelligence for performance prediction of organic solvent nanofiltration membranes,
4,"Volume 5, Issue 6, December 2019, Pages 995-1002","Smart manufacturing is critical in improving the quality of the process industry. In smart manufacturing, there is a trend to incorporate different kinds of new-generation information technologies into process-safety analysis. At present, green manufacturing is facing major obstacles related to safety management, due to the usage of large amounts of hazardous chemicals, resulting in spatial inhomogeneity of chemical industrial processes and increasingly stringent safety and environmental regulations. Emerging information technologies such as artificial intelligence (AI) are quite promising as a means of overcoming these difficulties. Based on state-of-the-art AI methods and the complex safety relations in the process industry, we identify and discuss several technical challenges associated with process safety: ① knowledge acquisition with scarce labels for process safety; ② knowledge-based reasoning for process safety; ③ accurate fusion of heterogeneous data from various sources; and ④ effective learning for dynamic risk assessment and aided decision-making. Current and future works are also discussed in this context.",Opportunities and Challenges of Artificial Intelligence for Green Manufacturing in the Process Industry,
5,"Volume 268, 20 September 2020, 121940","Renewable energy sustainability plays a significant role in ensuring energy security, improving environment and promoting sustainable development of economic and social. This paper focuses on assessing and analyzing the sustainability and influencing factors of 27 EU countries’ renewable energy. By DPSIR-Four-Dimensional indicators system, four sustainability dimensions of energy, economy, society and environment are considered and integrated. To deal with the randomness and fuzziness of multi-dimensional metadata, and to conduct assessment without standard, we develop a nonlinear multi-factor assessment model (projection pursuit fuzzy clustering model with accelerated genetic algorithm based on real coding). The results show that the CO2 emissions, energy productivity, non-renewable energy emission intensity, energy dependence, electricity price and policy support are closer related to the renewable energy sustainability. The strongest sustainability countries are Denmark and Sweden. From the overall analysis, time-series analysis shows that general sustainable level is a wave of growth. The geographical analysis shows that the countries with better sustainable development are mainly located in the central region, showing a belt distribution from north to south. The Sustainability decreases from the middle to the sides.",Investigating the sustainability of renewable energy – An empirical analysis of European Union countries using a hybrid of projection pursuit fuzzy clustering model and accelerated genetic algorithm based on real coding,
6,"Volume 37, Issue 3, July 2020, 101489","The increasing adoption of AI profoundly changes the informational foundations of societies. What does this mean for the functioning of liberal democracy, specifically in terms of responsiveness and accountability? The present paper addresses this question by discussing how capabilities of AI affect the informational requirements of the democratic process. Based on a systems theory perspective, the consequences of AI are shown to be wide-ranging. AI can reduce or increase information deficits of both citizens and decision-makers on the input, throughout, and output level of the political system. While the challenges that AI creates for democratic responsiveness and accountability have a novel technological dimension, they are nonetheless in continuity with existing transparency and accountability problems. Avoiding a negative impact will require institutionalizing suitable governance mechanisms – a task that is challenging already at the throughout and output level, but particularly difficult, and important, at the input level of politics.",Opportunity for renewal or disruptive force? How artificial intelligence alters democratic politics,
7,"2021, Pages 283-292","This chapter summarizes research needs in developing and enhancing data sets, data sources, and data science methods for applying data science to the broad field of sustainability. Overall, while there is a great need to develop environmental science, manufacturing and technology systems, and societal systems data at greater spatial and temporal resolution, there is also a need to consider what sustainability questions can be addressed by creative use of the data sets currently available. Furthermore, advances in data science remain foundational to realizing the potential of many techniques (including machine learning, artificial intelligence) to enhancing environmental and societal sustainability. Advances in explainable AI, edge computing, and applying the advantages of the 5G technology that is on the horizon are all required. Importantly, engagement of multiple disciplines – particularly computer science – along with multiple science and engineering disciplines will be foundational to bringing the power of data science methods to bear on the pressing sustainability challenges.",Research and development for increased application of data science in sustainability analysis,
8,"Volume 11, December 2020, e00149","Metabolic engineering aims to maximize the production of bio-economically important substances (compounds, enzymes, or other proteins) through the optimization of the genetics, cellular processes and growth conditions of microorganisms. This requires detailed understanding of underlying metabolic pathways involved in the production of the targeted substances, and how the cellular processes or growth conditions are regulated by the engineering. To achieve this goal, a large system of experimental techniques, compound libraries, computational methods and data resources, including multi-omics data, are used. The recent advent of multi-omics systems biology approaches significantly impacted the field by opening new avenues to perform dynamic and large-scale analyses that deepen our knowledge on the manipulations. However, with the enormous transcriptomics, proteomics and metabolomics available, it is a daunting task to integrate the data for a more holistic understanding. Novel data mining and analytics approaches, including Artificial Intelligence (AI), can provide breakthroughs where traditional low-throughput experiment-alone methods cannot easily achieve. Here, we review the latest attempts of combining systems biology and AI in metabolic engineering research, and highlight how this alliance can help overcome the current challenges facing industrial biotechnology, especially for food-related substances and compounds using microorganisms.",Systems biology approaches integrated with artificial intelligence for optimized metabolic engineering,
9,"Volume 664, 10 May 2019, Pages 1005-1019","This study aims to employ two artificial intelligence (AI) methods, namely, artificial neural networks (ANNs) and adaptive neuro fuzzy inference system (ANFIS) model, for predicting life cycle environmental impacts and output energy of sugarcane production in planted or ratoon farms. The study is performed in Imam Khomeini Sugarcane Agro-Industrial Company (IKSAIC) in Khuzestan province of Iran. Based on the cradle to grave approach, life cycle assessment (LCA) is employed to evaluate environmental impacts and study environmental impact categories of sugarcane production. Results of this study show that the consumed and output energies of sugarcane production are in average 172,856.14 MJ ha−1, 120,000 MJ ha−1 in planted farms and 122,801.15 MJ ha−1, 98,850 MJ ha−1 in ratoon farms, respectively. Results show that, in sugarcane production, electricity, machinery, biocides and sugarcane stem cuttings have the largest impact on the indices in planted farms. However, in ratoon farms, electricity, machinery, biocides and nitrogen fertilizers have the largest share in increasing the indices. ANN model with 9-10-5-11 and 7-9-6-11 structures are the best topologies for predicting environmental impacts and output energy of sugarcane production in planted and ratoon farms, respectively. Results from ANN models indicated that the coefficient of determination (R2) varies from 0.923 to 0.986 in planted farms and 0.942 to 0.982 in ratoon farms in training stage for environmental impacts and outpt energy. Results from ANFIS model, which is developed based on a hybrid learning algorithm, showed that, for prediction of environmental impacts, R2 varies from 0.912 to 0.978 and 0.986 to 0.999 in plant and ratoon farms, respectively, and for prediction of output energy, R2 varies from 0.944 and 0.996 in planted and ratoon farms. Results indicate that ANFIS model is a useful tool for prediction of environmental impacts and output energy of sugarcane production in planted and ratoon farms.",Combined life cycle assessment and artificial intelligence for prediction of output energy and environmental impacts of sugarcane production,
10,"Volume 582, March 2020, 124435","Monthly streamflow forecasting is required for short- and long-term water resources management especially in extreme events such as flood and drought. Therefore, there is need to develop a reliable and precise model for streamflow forecasting. The precision of Artificial Intelligence (AI) models can be improved by using hybrid AI models which consist of coupled models. Therefore, the chief aim of this study is to propose efficient hybrid system by integrating Grey Wolf Optimization (GWO) algorithm with Artificial Intelligence (AI) models. 130 years of monthly historical natural streamflow data will be used to evaluate the performance of the proposed modelling technique. Quantitative performance indicators will be introduced to evaluate the validity of the integrated models; in addition to that, comprehensive analysis will be conducted between the predicted and the observed streamflow. The results show the integrated AI with GWO outperform the standard AI methods and can make better forecasting during training and testing phases for the monthly inflow in all input cases. This finding reveals the superiority of GWO meta-heuristic algorithm in improving the accuracy of the standard AI in forecasting the monthly inflow.",Improving artificial intelligence models accuracy for monthly streamflow forecasting using grey Wolf optimization (GWO) algorithm,
11,"Volume 109, July 2019, Pages 85-101","Artificial intelligence has showed powerful capacity in detecting and diagnosing faults of building energy systems. This paper aims at making a comprehensive literature review of artificial intelligence-based fault detection and diagnosis (FDD) methods for building energy systems in the past twenty years from 1998 to 2018, summarizing the strengths and shortcomings of the existing artificial intelligence-based methods, and revealing the most important research tasks in the future. Challenges in developing FDD methods for building energy systems are discussed firstly. Then, a comprehensive literature review is made. All methods are classified into two categories, i.e. data driven-based and knowledge driven-based. The data driven-based methods are abundant, including the classification-based, unsupervised learning-based and regression-based. They showed powerful capacity in learning patterns from training data. But, they need a large amount of training data, and have problems in reliability and robustness. The knowledge driven-based methods show powerful capacity in simulating the diagnostic thinking of experts. But, they rely on expert knowledge heavily. It is concluded that new artificial intelligence-based methodologies are needed to be able to combine the advantages of both kinds of methods in the future.","Artificial intelligence-based fault detection and diagnosis methods for building energy systems: Advantages, challenges and the future",
12,"Volume 163, 2019, Pages 460-471","Concerns over energy and environmental issues around the world have led to the worldwide focus on energy use reduction. Studies in each area of energy have shown that residential and commercial construction sectors consume more power than other sectors such as industry, agriculture, services, and transportation. Studies of energy consumption in building sectors have reported that energy savings of 10% to 30% can be obtained by using artificial intelligence (AI), the system would be capable of detecting and analyzing anomalies in energy usage pattern assessing, diagnosing and suggesting the best solution in suitable time. This paper proposes to integrate and hybridize between AI techniques and big data algorithms which can enhance monitoring and controlling building systems, increasing comfort and decreasing efficiently the running costs. In addition, the authors suggest a tool which aims to automatically detect abnormal energy consumption by using AI and big data which are produced by the Building Management System (BMS). This happens by designing a software application that is called Fault Detection Tool (FDT) which automatically detects the abnormalities of energy consumption, optimizes the use of different resources and analyzes faults, complaints and time taken to terminate them. Experimental results show that with the proposed approach, it is possible to accurately detect anomalous patterns in building energy consumption. This tool will be a part of an artificial intelligent decision-making system.",Design of a New Automated Fault Detector based on artificial intelligence and Big Data Techniques,
13,"Volume 2, Issue 1, 8 January 2021, 100162","The Artificial Intelligence and Augmented Intelligence for Automated Investigation for Scientific Discovery Network+ (AI3SD) was established in response to the UK Engineering and Physical Sciences Research Council (EPSRC) late-2017 call for a Network+ to promote cutting-edge research in artificial intelligence to accelerate groundbreaking scientific discoveries. This article provides the philosophical, scientific, and technical underpinnings of the Network+, the history of the different domains represented in the Network+, and the specific focus of the Network+. The activities, collaborations, and research covered in the first year of the Network+ have highlighted the significant challenges in the chemistry and augmented and artificial intelligence space. These challenges are shaping the future directions of the Network+. The article concludes with a summary of the lessons learned in running this Network+ and introduces our plans for the future in a landscape redrawn by COVID-19, including rebranding into the AI 4 Scientific Discovery Network (www.ai4science.network).",The AI for Scientific Discovery Network+,
14,"Volume 104, 2021, Pages 1901-1906","Cyber-physical twins are used to provide product-supplementary services for a customer and thus expand the range of services. Sensors in the physical twin record data that is evaluated in the cyber twin and presented to the customer in processed form. In order to gain insights into the current and future behavior of the physical twin, operations are performed in the cyber twin. This paper will therefore investigate to what extent artificial intelligence methods can be used in the cyber twin to generate insights, and which exemplary methods can be used for which purpose in the cyber twin.",Conceptual Use Cases for Integrating Artificial Intelligence in Cyber-Physical Twins,
15,"Volume 183, 24 December 2020, 107556","6G is expected to support the unprecedented Internet of everything scenarios with extremely diverse and challenging requirements. To fulfill such diverse requirements efficiently, 6G is envisioned to be space-aerial-terrestrial-ocean integrated three-dimension networks with different types of slices enabled by new technologies and paradigms to make the system more intelligent and flexible. As 6G networks are increasingly complex, heterogeneous and dynamic, it is very challenging to achieve efficient resource utilization, seamless user experience, automatic management and orchestration. With the advancement of big data processing technology, computing power and the availability of rich data, it is natural to tackle complex 6G network issues by leveraging artificial intelligence (AI). In this paper, we make a comprehensive survey about AI-empowered networks evolving towards 6G. We first present the vision of AI-enabled 6G system, the driving forces of introducing AI into 6G and the state of the art in machine learning. Then applying machine learning techniques to major 6G network issues including advanced radio interface, intelligent traffic control, security protection, management and orchestration, and network optimization is extensively discussed. Moreover, the latest progress of major standardization initiatives and industry research programs on applying machine learning to mobile networks evolving towards 6G are reviewed. Finally, we identify important open issues to inspire further studies towards an intelligent, efficient and secure 6G system.","Towards artificial intelligence enabled 6G: State of the art, challenges, and opportunities",
16,"Volume 48, April 2021, 101240","Transitioning to a sustainable future with inclusive, green economies and resilient ecosystems requires huge investments. The rescue packages imposed by the COVID-19 crisis make the pursuit of global sustainability goals even more dependent on urgent investment decisions to be taken by the public and private sector. This article examines some of the basic conditions for scaling up sustainable finance, focussing in particular on decision-support tools (DSTs) that guide investment decisions, such as metrics, rankings, ratings and standards. It identifies key DST strengths and weaknesses via a literature review of 100 publications containing expert opinions of sustainable finance scientists and professionals. This is complemented by a comparative analysis of three DSTs that represent the state of the art in their respective typologies: RobecoSAM’s Country Sustainability Rankings, IFC Performance Standards, and ETH’s Impact ÆSSURANCE Sovereign Ratings. The analysis reveals that: (i) experts express a strong, persistent criticism of current sustainability assessment practice, (ii) three main weaknesses characterize most DSTs: credibility deficit, narrow focus, and time-horizon limitations, and (iii) by using an integrated impact assessment framework, superior forecasting capacity and distributed verification techniques assisted by artificial intelligence, the Impact ÆSSURANCE rating model is a promising solution to scale up sustainable finance.",Challenges and opportunities to scale up sustainable finance after the COVID-19 crisis: Lessons and promising innovations from science and practice,
17,"Volumes 151–152, November–December 2019, Pages 169-190","Over the last decade, increasing interest has been attracted towards the application of artificial intelligence (AI) technology for analyzing and interpreting the biological or genetic information, accelerated drug discovery, and identification of the selective small-molecule modulators or rare molecules and prediction of their behavior. Application of the automated workflows and databases for rapid analysis of the huge amounts of data and artificial neural networks (ANNs) for development of the novel hypotheses and treatment strategies, prediction of disease progression, and evaluation of the pharmacological profiles of drug candidates may significantly improve treatment outcomes. Target fishing (TF) by rapid prediction or identification of the biological targets might be of great help for linking targets to the novel compounds. AI and TF methods in association with human expertise may indeed revolutionize the current theranostic strategies, meanwhile, validation approaches are necessary to overcome the potential challenges and ensure higher accuracy. In this review, the significance of AI and TF in the development of drugs and delivery systems and the potential challenging issues have been highlighted.",The significance of artificial intelligence in drug delivery system design,
18,"Volume 44, Issue 6, July 2020, 101909","Quantum Computing (QC) and Quantum Artificial Intelligence (QAI) are two powerful new technologies whose potential impacts are just starting to be appreciated. As important as they are likely to be, their implications are still little known. This article's purpose is an attempt to provide a policy space within which to begin fill that void.",Quantum Artificial Intelligence: A “precautionary” U.S. approach?,
19,"Volume 61, July 2019, Pages 1-9","Harvesting ocean wave energy is a killer application of triboelectric nanogenerator (TENG) for advantages in simple mechanism, high power density and high efficiency at low frequency. Here we report a self-powered intelligent buoy system (SIBS), in which a high-output multilayered TENG is used for water wave energy harvesting. With a power management module, the output voltage can be converted and regulated as a steady DC voltage of 2.5 V for the operations of a microprogrammed control unit (MCU), several micro sensors and a transmitter. With the intelligent monitoring mechanism of the MCU, the harvested energy can be deployed for each sensor with different priority and data transmission cycle, and the SIBS can be at standby and active status by itself at different energy levels. At a wave frequency of 2 Hz, the SIBS can provide an average output power density of 13.2 mW/m2 and realize sustainable and autonomous wireless sensing for acceleration, magnetic intensity and temperature in range of 15 m, with amount of 19 bytes every 30 s. The SIBS has first demonstrated a complete TENG-based micro-energy solution for self-powered intelligent system, including energy harvesting, management, deployment and utilization, with an unattended manner and infinite lifetime. As a significant milestone for the TENG, this work has provided a universal platform for self-powered wireless sensor network nodes and exhibited broad prospects in internet of things, big data, artificial intelligence and blue energy.",Self-powered intelligent buoy system by water wave energy for sustainable and autonomous wireless sensing and data transmission,
20,"Volume 63, July 2021, 101304","With the progress and innovation of science and technology, virtual reality technology emerges as the times require, and its application in digital media art creation is more and more extensive. The application of virtual reality technology in digital media art creation helps to enrich artistic creation means and improve the quality of artistic creation process. This paper first gives the application of virtual reality teaching method in digital media art creation. Virtual reality education has obvious characteristics of vividness and autonomy. In the teaching mode and teaching design, it emphasizes the comprehensive improvement of teachers and students' teaching experience, so as to drive teachers and students to separate from the traditional teaching concept and mode, and achieve twice the teaching effect with half the effort. Then, it gives the technical advantages of artificial intelligence technology for digital media art creation when using virtual reality teaching method. Finally, we give the application of virtual reality and artificial intelligence technology in the teaching of digital media art creation. The experimental results show that the virtual reality teaching method, which combines the advantages of artificial intelligence algorithm, has potential application value and good practical significance in the teaching of digital media art creation.",Application of virtual reality teaching method and artificial intelligence technology in digital media art creation,
21,"Volume 7, Issue 9, September 2021, Pages 1224-1230","Based on the analysis of the characteristics and operation status of the process industry, as well as the development of the global intelligent manufacturing industry, a new mode of intelligent manufacturing for the process industry, namely, deep integration of industrial artificial intelligence and the Industrial Internet with the process industry, is proposed. This paper analyzes the development status of the existing three-tier structure of the process industry, which consists of the enterprise resource planning, the manufacturing execution system, and the process control system, and examines the decision-making, control, and operation management adopted by process enterprises. Based on this analysis, it then describes the meaning of an intelligent manufacturing framework and presents a vision of an intelligent optimal decision-making system based on human–machine cooperation and an intelligent autonomous control system. Finally, this paper analyzes the scientific challenges and key technologies that are crucial for the successful deployment of intelligent manufacturing in the process industry.",Intelligent Manufacturing for the Process Industry Driven by Industrial Artificial Intelligence,
22,"Volume 305, 10 July 2021, 127161","Among the main components of a smart city, the energy system plays a vital and core role in the transition towards a sustainable urban life. Furthermore, the utilization of renewable energy sources has been demonstrated as a significant contribution to reducing pollutant emissions and enhancing the quality of the living environment. Therefore, designing the energy systems based on clean and renewable criteria is considered a sustainable solution for smart cities. Indeed, the deep and rapid penetration of renewable energy-based technologies have been believed to very well fit into a smart city under various scales, this could supply a secure basis for a modern society with a low-carbon economy. In this review paper, the main components and roles of renewable energy resources (such as solar, wind, geothermal, hydropower, ocean, and biofuels) for the smart city were fully introduced. Besides, integrating the renewable sources form into the energy systems of smart cities was thoroughly analyzed on the basis of technical and economic criteria. Finally, existing challenges and future scenarios were also discussed in detail to clarify the progress and perspective of smart renewable energy systems for the smart city. In general, the integration of renewables into energy systems of the smart city is a sagacious perspective and solution aiming to achieve cleaner process and more sustainable development. However, the optimization issues of the energy system for integrating of renewable components, ensuring good stability, maximizing the operating range, and minimizing the investment costs should be critically evaluated in the future works.",Integrating renewable sources into energy system for smart city as a sagacious strategy towards clean and sustainable process,
23,"Volume 92, January 2021, Pages 178-189","This study examines the effect of big data powered artificial intelligence on customer knowledge creation, user knowledge creation and external market knowledge creation to better understand its impact on B2B marketing rational decision making to influence firm performance. The theoretical model is grounded in Knowledge Management Theory (KMT) and the primary data was collected from B2B companies functioning in the South African mining industry. Findings point out that big data powered artificial intelligence and the path customer knowledge creation is significant. Secondly, big data powered artificial intelligence and the path user knowledge creation is significant. Thirdly, big data powered artificial intelligence and the path external market knowledge creation is significant. It was observed that customer knowledge creation, user knowledge creation and external market knowledge creation have significant effect on the B2B marketing-rational decision making. Finally, the path B2B marketing rational decision making has a significant effect on firm performance.",An integrated artificial intelligence framework for knowledge creation and B2B marketing rational decision making for improving firm performance,
24,"Volume 26, December 2019, 101001","It is predicted that by 2025, approximately 1 million metric tons of spent battery waste will be accumulated. How to reasonably and effectively evaluate the residual energy of the lithium-ion batteries embedded in hundreds in packs used in Electric Vehicles (EVs) grows attention in the field of battery pack recycling. The main challenges of evaluation of the residual energy come from the uncertainty of thermo-mechanical-electrochemical behavior of battery. This motivates the notion of facilitating research on establishing a model which can detect and predict the state of battery based on parameters enable to be measured, such as voltage and stack stress. Thus, the present work proposes a stack stress-coupled-artificial intelligence approach for analyzing the residual energy (remaining) in the batteries. Experiments are designed and performed to verify the fundamentals. A robust model is formulated based on artificial intelligence approach of genetic programming. The findings in the study can provide an optimized recycling strategy for spent batteries by accurately predicting the state of battery based on stack stress.",Evaluation of batteries residual energy for battery pack recycling: Proposition of stack stress-coupled-AI approach,
25,"Volume 128, 5 January 2018, Pages 1208-1222","Quick transportation of the latent heat during the boiling leads to efficient application of this process in various heat transfer equipments. Boiling heat transfer coefficient is one of the most affecting parameters on the amount of transferred energy by boiling process. Recently, nanofluids have been widely applied for improving the performance of boiling process. Despite the large amount of experimental studies on the pool boiling heat transfer coefficient (PBHTC) of nanofluids, there’s developed no accurate mathematical/empirical approaches for estimating this parameter up to now. Since the Al2O3 nanoparticle is a safe material, can be simply produced in large scale, and its dispersion in base fluids often have an excellent stability, alumina-based nanofluids have received high attention in various thermal processes. Therefore, in this study, pool boiling heat transfer coefficient of water-alumina nanofluid is tried to be predicted using artificial neural networks. Correlation matrix analyses confirm that diameter of nanoparticles, its weight concentration in base fluid, excess temperature (wall superheat), and operating pressure are the best independent variables for estimating the considered parameter.",Estimation of pool boiling heat transfer coefficient of alumina water-based nanofluids by various artificial intelligence (AI) approaches,
26,"Volumes 631–632, 1 August 2018, Pages 1279-1294","Prediction of agricultural energy output and environmental impacts play important role in energy management and conservation of environment as it can help us to evaluate agricultural energy efficiency, conduct crops production system commissioning, and detect and diagnose faults of crop production system. Agricultural energy output and environmental impacts can be readily predicted by artificial intelligence (AI), owing to the ease of use and adaptability to seek optimal solutions in a rapid manner as well as the use of historical data to predict future agricultural energy use pattern under constraints. This paper conducts energy output and environmental impact prediction of paddy production in Guilan province, Iran based on two AI methods, artificial neural networks (ANNs), and adaptive neuro fuzzy inference system (ANFIS). The amounts of energy input and output are 51,585.61 MJ kg−1 and 66,112.94 MJ kg−1, respectively, in paddy production. Life Cycle Assessment (LCA) is used to evaluate environmental impacts of paddy production. Results show that, in paddy production, in-farm emission is a hotspot in global warming, acidification and eutrophication impact categories. ANN model with 12-6-8-1 structure is selected as the best one for predicting energy output. The correlation coefficient (R) varies from 0.524 to 0.999 in training for energy input and environmental impacts in ANN models. ANFIS model is developed based on a hybrid learning algorithm, with R for predicting output energy being 0.860 and, for environmental impacts, varying from 0.944 to 0.997. Results indicate that the multi-level ANFIS is a useful tool to managers for large-scale planning in forecasting energy output and environmental indices of agricultural production systems owing to its higher speed of computation processes compared to ANN model, despite ANN's higher accuracy.",Integration of artificial intelligence methods and life cycle assessment to predict energy output and environmental impacts of paddy production,
27,"Volume 51, 2020, Pages 1166-1177","In advanced industries such as aerospace, medical and automotive, high precision machining is increasingly required for many parts made by difficult-to-cut alloys. Machine tool manufacturers respond to this demand by developing more advanced machine tools that have advanced sub-systems for attaining high-precision and wide flexibility, with the expense of energy efficiency. Unfortunately, worldwide primary energy resources continue to run out. Furthermore, GHG emissions mostly related to energy, remain to be a global issue with the ever-increasing economic expansion in many developed and developing economies.",Deep Multi-Layer Perceptron based Prediction of Energy Efficiency and Surface Quality for Milling in The Era of Sustainability and Big Data,
28,"Volume 153, 1 March 2020, Pages 188-195","Low power loss networks and wireless sensor networks are important components of the Internet of Things. With the development and popularization of artificial intelligence, the network application of wireless sensors is gradually scaled up and industrialized. Aiming at the problems of high energy consumption of the routing strategy, the algorithm protocol is easy to fall into the local optimum and the uneven energy consumption of network nodes. This paper proposes a regional energy balance routing algorithm based on intelligent chaotic ant colony. Based on the intelligent chaotic ant colony algorithm, combined with the remaining energy factors of wireless sensor network nodes, this paper propose a neighbor selection strategy. In order to enhance the ant search ability and speed up the algorithm convergence, an adaptive perturbation strategy and algorithm termination conditions are proposed respectively to find the global optimal solution and avoid falling into the local optimal solution. Simulation results show that the routing planning method in this paper has obvious advantages in terms of network energy consumption and network delay, node equilibrium energy distribution, network life cycle and other performance. Compared with similar algorithms, the average energy consumption has been saved by 7.3%.",Real-time detection of energy consumption of IoT network nodes based on artificial intelligence,
29,"Volume 8, October 2021, 100130","China's 14th Five-Year Plan, for the period 2021–25, presents a real opportunity for China to link its long-term climate goals with its short-to medium-term social and economic development plans. China's recent commitment to achieving carbon neutrality by 2060 has set a clear direction for its economy, but requires ratcheting up ambition on its near-term climate policy. Against this background, this paper discusses major action areas for China's 14th Five-Year Plan after COVID-19, especially focusing on three aspects: the energy transition, a new type of sustainable urban development, and investment priorities. China's role in the world is now of a magnitude that makes its actions in the immediate future critical to how the world goes forward. This decade, 2021–2030, is of fundamental importance to human history. If society locks in dirty and high-carbon capital, it raises profound risks of irreversible damage to the world's climate. It is crucial for China to peak its emissions in the 14th Five-Year Plan (by 2025), making the transition earlier and cheaper, enhancing its international competitiveness in growing new markets and setting a strong example for the world. The benefits for China and the world as a whole could be immense.","Towards carbon neutrality and China's 14th Five-Year Plan: Clean energy transition, sustainable urban development, and investment priorities",
