Unnamed: 0,title,abstract,year,processed_abstract
258,Machine Learning Approach for Automatic Solar Panel Direction by using Naïve Bayes Algorithm,"The upsurge in fuel prices are pointing out the fact that, the deficiency of conventional form of natural resources and building dams can never fulfill the demand of the growing population and it is exponentially increasing the electricity demand. Electricity is a day-to-day component, which is utilized for lighting, running appliances, machines. Moreover a large number of people are now switching to electric cars. Henceforth, it is equally important to achieve self-sustainability in energy needs and also it is necessary to have an infinite energy source. Sustainable power is the solitary solution to resolve this issue. On the other hand, the Indian government is promoting solar technology a lot in the year 2021 by providing subsidies to a maximum limit of 65% for the installation of home solar projects and this encourages people to switch to electric vehicles to reduce the pollution. This article presents a machine learning based dual-axis solar tracker to enhance the energy harnessing efficiency. Furthermore, the proposed method utilizes Naïve Bayes algorithm to develop a better solution for producing higher energy from the solar panel. The Naïve Bayes algorithm is a type of machine learning algorithm, which has been used to predict the reliable direction. This proposed method generates higher electricity, when compared with the traditional method. The experimental results aim to fix the north east direction of solar panel that produces 17.4 watts per hour, wherein the proposed method produces 24.8 watts. It is indicated that, more than 25% additional power generation is obtained by using Naïve Bayes algorithm method.",2021,pointing deficiency never electricity electricity people electric henceforth solitary solution indian solar subsidies solar encourages people electric solar harnessing proposed method bayes solution higher solar panel bayes direction proposed method higher electricity method north direction solar panel produces watts proposed method produces watts bayes method
259,Data Driven Prediction of Hot-axles: A Case Study of Prognostics and Health Management for Locomotives,"As the most cost- and energy-efficient means of mass transportation, the railway plays a crucial role in the modern society. It is thus essential to continuously improve the safety and operation proficiency of locomotives to allow a sustainable development. A promising solution toward this goal is to take advantage of the fast-growing machine learning techniques to perform Prognostics and Health Management (PHM) on the locomotive fleet. As a first step toward a systematic PHM engineering of locomotives, this work proposes a data driven hot-axle prediction and analysis framework. The framework exploits a vector autoregression predictor to produce online temperature as a dynamic reference for failure prediction. To handle the complex dynamics under varying working and failure conditions, Hidden Markov Model and symbolic regression based techniques are also integrated to identify system states and forecast states under failure conditions.",2019,mass railway continuously proficiency locomotives toward advantage techniques prognostics phm locomotive fleet toward systematic phm locomotives prediction framework framework exploits autoregression predictor online reference failure prediction handle dynamics varying working failure conditions hidden markov symbolic techniques states forecast states failure conditions
260,Big Data-Driven Detection of False Data Injection Attacks in Smart Meters,"Today’s energy resources are closer to consumers thanks to sustainable energy and advanced metering infrastructure (AMI), such as smart meters. Smart meters are controlled and manipulated through various interfaces in smart grids, such as cyber, physical and social interfaces. Recently, a large number of non-technical losses (NTLs) have been reported in smart grids worldwide. These are partially caused by false data injections (FDIs). Therefore, ensuring a secure communication medium and protected AMIs is critical to ensuring reliable power supply to consumers. In this paper, we propose a novel Big Data-driven solution that employs machine learning, deep learning and parallel computing techniques. We additionally obtained robust statistical features to detect the FDIs based cyber threats at the distribution level. The performance of the proposed model for NTL detection is investigated using private smart grid datasets in the Turkish distribution network for AMI-level cyber threats, and the results are compared to state-of-the-art machine learning algorithms used for NTL classification problems. Our approach shows promising results, as the accuracy, specificity, and precision metrics of most classifiers are above 90% and false positive rates vary between 0.005 to 0.027.",2021,consumers metering ami smart meters smart meters manipulated interfaces smart grids cyber interfaces ntls smart grids partially false injections fdis ensuring protected amis ensuring consumers employs fdis cyber threats distribution ntl private smart turkish distribution cyber threats ntl specificity false vary
261,A Framework for Sustainable Federated Learning,"Potential environmental impact of machine learning in large-scale wireless networks is a major challenge for the sustainability of next-generation intelligent systems. Federated learning is a recent framework for communication-efficient training of machine learning models over the data collected, stored, and processed by millions of wireless devices. In this paper, we introduce a sustainable machine learning framework for federated learning, using rechargeable devices that can collect energy from the ambient environment. In particular, we propose a practical federated learning framework that utilizes intermittent energy arrivals for training, with provable convergence guarantees. Our framework can be applied to both cross-device and cross-silo federated learning settings, including federated learning in wireless edge networks and the Internet-of-Things. Our experiments demonstrate that the proposed framework can provide significant performance improvement over the benchmark energy-agnostic federated learning settings.",2021,machine learning wireless networks federated learning framework training machine learning stored processed millions wireless devices machine learning framework federated learning rechargeable devices collect ambient federated learning framework arrivals training provable convergence guarantees framework federated learning settings federated learning wireless networks framework benchmark federated learning settings
262,AI and data driven new energy systems,"Energy systems today are increasingly featured by new elements with high level of uncertainty. One of most prominent sources of uncertainty is from renewable resources, which are heavily embraced to build a more sustainable energy future. To accommodate the intermittent nature of renewable resources, demand side is expected to be involved actively in future energy system operations. The complexity involved with multiple energy sources and interaction from end users has introduced high level of difficulties for accurate modelling and thus control of the system. Conventional simulation-based methods can be either computationally expensive or inaccurate due to modelling defects. With recent development in artificial intelligence, especially on deep learning technologies and other data-based methodologies, new approaches for energy system operations and energy market opportunities have appeared. In this talk, some key issues, challenges and methodologies for new energy system and market operations will be introduced. Advanced data analytics and artificial intelligence for research, and case studies with real market data will be presented as well.",2018,featured new high level uncertainty prominent sources uncertainty resources heavily embraced future accommodate resources involved actively future system operations involved sources introduced high level difficulties modelling system either computationally expensive inaccurate modelling defects methodologies new system operations market appeared talk methodologies new system market operations introduced market
263,Deep and Efficient Impact Models for Edge Characterization and Control of Energy Events,"Network control in microgrids is an active research area driven by a steady increase in energy demand, the necessity to minimize the environmental footprint, yet achieve socioeconomic benefits and ensure sustainability. Reducing deviation of the predicted energy consumption from the actual one, softening peaks in demand and filling in the troughs, especially at times when power is more affordable and clean, present challenges for the demand-side response. In this paper, we present a hierarchical energy system architecture with embedded control. This architecture pushes prediction models to edge devices and executes local control loops to address the challenge of managing demand-side response locally. We employ a two-step approach: At an upper level of hierarchy, we adopt a conventional machine learning pipeline to build load prediction models using automated domain-specific feature extraction and selection. Given historical data, these models are then used to label prediction failure events that force the operator to use backup energy sources to stabilize the network. On a lower level of hierarchy, computed labels are used to train impact models realized by LSTM networks running on edge devices to infer the probability that the power consumption of the player contributes to the upper level prediction failure event. The system is evaluated on clustered and aggregated energy traces from a public data set of academic buildings. The results show the benefits of the proposed hierarchical energy system architecture in terms of impact prediction with 55% accuracy. This allows minimizing the number of prediction failure events by 11.69 % by executing targeted local control.",2019,control benefits present response present hierarchical architecture control architecture prediction models edge local control response upper level hierarchy prediction models models prediction failure events level hierarchy impact models edge upper level prediction failure benefits hierarchical architecture impact prediction prediction failure events local control
264,Solar Panels Recognition Based on Machine Learning,"Renewable energies, sustainable practices and carbon neutrality have become important goals for countries. Solar panels are a good alternative to produce energy. Monitoring, maintenance and fault detection processes represent aspects of vital importance when making concrete decisions that affects a certain percentage of the solar farms. In this paper we present a system capable of detecting solar panels location through machine learning.The main goal is to aid solar panels farm managers to locate solar panels in real time in a real area by using a machine learning model. With the use of a camera and a drone, we will be able to fly over the solar farm and identify the panels. The YOLO (You Only Look Once) object detection model is used, training and testing the neural network with a data-set of 280 images. The neural network was capable of recognize the panels in different images and videos in which we put it to the test but getting a good precision at the end.",2019,energies neutrality solar panels good detection concrete affects percentage solar farms capable solar panels solar panels farm managers locate solar panels real real camera drone fly solar farm panels yolo look object detection neural images neural capable recognize panels images videos put getting good
265,IRES Program in Sensors and Machine Learning for Energy Systems,"The international research experiences for students (IRES) program addresses multidisciplinary research at the overlap of sustainability, power systems, and signal processing with the aim of improving efficiency in PV power generation. The IRES program engages faculty at the ASU SenSIP Center and at the University of Cyprus' (UCy) KIOS Center to address fault detection and other research problems in solar energy arrays. IRES participants are tasked with studying algorithms and software to monitor and control solar arrays. Research involves using data from programmable sensors embedded in smart monitoring devices (SMDs) that are attached to solar panels. The SMDs have sensors, actuators and radios that enable researchers to work with a solar array where every panel provides data. IRES participants are trained to use machine learning to assess the solar array condition. The program also trains the students to perform research and present results in international settings. In the first year of the project, four students travelled to the University of Cyprus and worked with UCy faculty on fault detection. The program included weekly research presentations by the students at UCy, presentations at a local workshop and continued engagement after the summer experience at ASU. Two of the students were able to present and publish their work in international conferences.",2020,international research students ires program research ires program faculty asu center university cyprus ucy center fault detection research solar arrays ires participants solar arrays research sensors smds solar smds sensors solar array ires participants solar array program students research international students university cyprus ucy faculty fault detection program research presentations students ucy presentations asu students international
266,Machine and Deep Learning using Remote Sensing to reach zero emission cities: A Survey,"Reducing the city emissions through focus actions is essential to fight climate change. The advancement of technology has opened new opportunities to support organizations and governments during mitigation actions. With this contribution, we offer an in-depth evaluation of how machine learning, deep learning, and remote sensing technologies can support the transition to zero-emission cities. The paper explores different application domains, describing recent works useful for energy assessment, facilities monitoring, laws enforcement and energy savings actions. Applying these solutions on a large base offers a real opportunity to develop new policies and operations for cities and planet Earth sustainability.",2022,actions fight advancement opened new opportunities support organizations governments mitigation actions contribution offer evaluation remote sensing support transition cities explores domains describing works useful assessment facilities laws enforcement savings actions applying base offers real opportunity new policies operations cities planet earth
267,EDAML 2022 Invited Speaker 10: Hardware/Software Codesign for Optical Deep Learning Accelerators,"The massive data deluge from mobile, IoT, and edge devices, together with powerful innovations in data science and hardware processing, have established machine learning (ML) as the cornerstone of modern medical, automotive, industrial automation, and consumer electronics domains. Domain-specific ML accelerators such as Google's TPU and Apple's Bionic, now dominate CPUs and GPUs for energy-efficient ML processing. However, the evolution of these electronic accelerators is facing fundamental limits due to the slowdown of Moore's law and the reliance on metal wires, which already severely bottleneck computational performance today. Silicon photonics represents a promising post-Moore technological alternative to overcome these limitations. Not only can photonic interconnects fabricated in CMOScompatible processes provide near speed of light transfers at the chip-scale, but photonic devices can now also perform computations entirely in the optical domain. In this talk, I will present my vision of how silicon photonics can drive an entirely new class of sustainable ML hardware accelerators that can provide orders of magnitude energy improvements over today's accelerators. I will discuss new directions in hardware/software codesign for ML acceleration with silicon photonics, with multi-objective goals related to power and energy minimization, variation tolerance, fault resilience, and secure computing.",2022,hardware processing cornerstone accelerators tpu apple bionic dominate processing accelerators slowdown moore metal wires severely bottleneck today silicon photonics photonic interconnects fabricated cmoscompatible transfers photonic entirely silicon photonics entirely class hardware accelerators orders magnitude today accelerators codesign silicon photonics
268,Exploring Customizable Heterogeneous Power Distribution and Management for Datacenter,"Large-scale datacenters are facing increasing pressure of capping their carbon emission and power cost. Many leading-edge studies have started to explore server clusters running on multiple power sources. Existing approaches do not sufficiently consider the fine-grained power delivery to satisfy diverse requirements in datacenter, especially in the multi-tenant/colocation datacenter, which may yield low energy utilization. To address the emerging trend and new requirements, this article proposes a novel Datacenter inner Power Switch Network (DiPSN) to improve datacenter power efficiency and user satisfaction. DiPSN is a reconfigurable and easy-to-scale-out power architecture, which enables datacenter to distribute various power sources in a fine-grained manner. Moreover, a tailored machine learning based power source management framework is proposed for DiPSN to dynamically optimize user customized performance metrics and maximize datacenter revenue. Compared with conventional single-switch power distribution system, our DiPSN can be configured to improve solar energy utilization by 39.6 percent, reduce utility power cost by 11.1 percent and improve workload performance by 33.8 percent. Meanwhile, our design can extend battery lifetime by 9.3 percent. This work could provide valuable guidelines for designing heterogeneous power distribution architecture and management methodology in datacenters for improving user-customizable efficiency, sustainability and economy.",2018,datacenters power cost power power requirements datacenter datacenter utilization requirements datacenter power dipsn improve datacenter power user dipsn power architecture datacenter power power dipsn user datacenter power distribution dipsn improve utilization percent power cost percent improve percent percent power distribution architecture datacenters
269,Machine Learning Approach for Graphical Model-Based Analysis of Energy-Aware Growth Control in Plant Factories,"In recent decades, there has been a gradual penetration of plant factories achieving semiautomated crop cultivation. However, efficient energy utilization, as well as quality control of crops, are very important factors with regard to sustainable operation. Operating parameters, such as room temperature, affect not only the quality of crops but also the electric power required to realize the target operation while being influenced by the environment outside the plant. Therefore, a methodology is needed to analyze and interpret the relationships among these manipulated variables, exogenous variables, crop quality, and the amount of required electric power. Constructing a directed acyclic graph composed of regression models is an attractive approach for such analysis; however, the relationships can possibly be nonlinear, so the direct application of existing analytic approaches will not be appropriate. In this paper, we propose a methodology for relationship analysis among variables based on the directed acyclic graphs while identifying the linearity/nonlinearity in their relationships. In general, the construction of such a graphical model has computational issues, especially when the number of variables is large, and the risk of overfitting. The proposed method utilizes the idea of sparse regularization, which has been actively discussed in the field of machine learning, for realizing the automatic identification of linearity/nonlinearity between variables and screening redundant candidate structures; this approach relaxes the computational complexity issue and controls the risk of overfitting. As a case study, the proposed method is applied to a dataset collected from a real-world cultivation system in a plant factory to discuss its usefulness.",2019,gradual plant semiautomated crop cultivation quality crops operation quality crops electric required operation plant methodology interpret relationships among variables variables crop quality required electric directed acyclic relationships methodology among variables directed acyclic graphs relationships computational variables risk overfitting method variables relaxes computational risk overfitting method cultivation plant
270,A Framework for Customer-Oriented IoT Product Design,"The Internet of Things (IoT) is a paradigm that mimics smart behaviors of human counterparts by means of artificial intelligence techniques. As a disruptive technology, IoT requires that its adopters have to create their own view of the concept. Pioneering companies like Google, General Electric, Amazon or Samsung, are trying to define their individual product families on proprietary platforms without seeking compatibility with other platforms. The main reasons for lack of a common platform are that IoT vision requires organizations to come up with new mobile computing scenarios and propose products that should be able to connect with everyday objects and show some level of intelligence to fulfill the promise of `smart' products. The aim of this study is to come up with a decision support tool to introduce a design of smart, connected products in terms of typical customer expectations. Besides, it aims to integrate sustainability into IoT design by considering energy efficiency and resources usage. Quality Function Deployment (QFD), which is a management tool that uses customer expectations and transforms them into the product/service attributes, is used to guide the product/service providers in shaping their IoT products/services. The tool aims to replicate human reasoning process by making use of fuzzy set theory. The applicability of the proposed methodology is demonstrated using a wearable IoT solution design.",2018,iot mimics smart human counterparts disruptive iot requires adopters pioneering samsung families platforms seeking compatibility platforms iot requires come products smart products come tool design smart products customer expectations aims iot design qfd tool customer expectations transforms attributes iot tool aims replicate human iot design
271,Green communication in 6G,"Green communication networking is a part of sustainable development. It aims to reduce energy consumption and serve the network to a vast number of servers cost-effectively. Green communication integrates artificial intelligence to solve complex mathematical problems for enhancing energy efficiency, flexibility, security, and quality of life services. One of the most remarkable characteristics of today's telecoms sector is wireless communication, used for more than a century. Infrared, radio frequency, satellite, and other electromagnetic waves are used in wireless communication technologies to send data over the air. More data is necessary for the 6G experience. More data is necessary and more excellent ambient sensing and awareness. Sensing systems in automated cars, for example, are exceedingly complicated and rely on cellular networks. Mobile and wireless networks, such as 6G, can use green communication to balance resource usage and conserve energy. In this study, 6G for green communication has been discussed to justify the necessity of 6G.",2022,green communication serve green communication integrates enhancing remarkable telecoms wireless communication century infrared satellite electromagnetic waves wireless communication send data data necessary data necessary excellent sensing sensing cars exceedingly cellular networks wireless networks green communication conserve green communication justify necessity
272,Context Aware Control Systems: An Engineering Applications Perspective,"Cyber-physical systems revolve around context awareness, empowering objective-oriented services, products and operations based on real data. Self-aware and self-control systems are core elements in the Industry 4.0 framework towards self-sustainable adaptive manufacturing and personalized services. This development is witnessed by the context-aware pervasive assistance to users and machines in decisions making process for optimizing product performance and economic yield. While integration of the virtual and the physical world entails smart sensors communication and complex data analytics, it relies on artificial intelligence tools to manage process operations. The objective of the article is to create awareness that systems & control community must address theoretical and practical aspects from a larger perspective. Context aware control is emerging as a natural solution to maximize the use of available sensing instrumentation and the relatively low cost data logging, i.e. an important source for extracting information, interpreting and using context information and adapt its functionality to the current context of use. This article presents a concise overview of applications where context aware systems and control methodologies are relevant in the seven societal challenges acknowledged by European policy-makers: Digital Society; Food; Health and Well-Being; Smart Resource Management; Urban Planning, Mobility Dynamics and Logistics; New Energy Demand and Delivery; and Society.",2020,systems revolve context awareness empowering services operations systems services witnessed pervasive process entails process operations article awareness systems control larger context aware control instrumentation logging extracting information interpreting context information context article concise context aware systems control acknowledged society society
273,Smart Lighting Solution using LiFi Technology in Intelligent Buildings,"Intelligent buildings are an important part of sustainability practices that the establishment of intelligent buildings is a way to promote sustainability. The technology of that buildings includes advanced systems that represent different building services, The various devices, and systems in the building are connected through a wireless communication network to be all controlled from anywhere and create the required interaction between them as an “integrated system”. This system can improve the energy efficiency of the building and reduce the cost of construction and maintenance. To achieve this, an advanced and high-speed communication system must be available that matches the development of smart systems and artificial intelligence of smart devices.LIFI (Light Fidelity) technology depends on a data transmission technique that uses visible light and ultraviolet and infrared lights to carry out the communication. It is one of the unique options proposed as a new form of data transmission, LiFi is a wireless technology that holds the key to solving challenges faced by 5G. LiFi can transmit at multiple gigabits, is more reliable, virtually interference-free, and uniquely more secure than radio technology such as Wi-Fi or cellular.This paper focuses on the integration between building services and smart devices, using high speed, low voltage data networks, connected with LiFi technology for wireless communication to originate intelligent buildings The smart LED lighting network will be utilized for Data transfer inside, and outside intelligent buildings that are to be connected to Centralized Drivers through a structure cabling system. Instead of using special LED lighting units that work for the LiFi system, which are expensive and not widely available in the commercial markets, an RJ45 converter will be used to connect it to the widely available commercial lighting units directly or through the splitter, eliminating the need to use special lighting fixtures for the LiFi system to operate in the right way.",2021,intelligent buildings intelligent buildings way technology buildings building building connected wireless communication system system building communication system available smart smart light technology transmission light communication transmission lifi wireless technology lifi technology building smart connected lifi technology wireless communication intelligent buildings smart led lighting intelligent buildings connected system special led lighting units lifi system widely available commercial widely available commercial lighting units special lighting lifi system way
274,Learning-Based Resource Management for Low-Power and Lossy IoT Networks,"Internet of Things (IoT) networks are key to the realization of modern industries and societies. A key application of IoT is in smart-grid communications. Smart-grid networks are resource constrained in terms of computing power and energy capacity. Similarly, the wireless links between devices are typically associated with high packet-loss rates, low throughput, and instability. To provide a sustainable communication mechanism, an IoT network stack is proposed for these devices. However, each network stack layer has its own constraints. For example, to facilitate the operation of these low-power and lossy network (LLN) devices, the international engineering task force (IETF) standardized a network-layer protocol called a routing protocol for low-power and lossy networks (RPLs). RPL often creates an inefficient network in densely deployed and varying traffic load conditions. Future dense IoT-based networks are expected to automatically optimize the reliability and efficiency of communication by inferring the diverse features of both the environments and actions of the devices. Machine learning (ML) provides a promising framework for such a dense network environment. In this study, we examine the underlying perspective of ML for such systems. We utilize the multiarmed bandit (MAB)-based expected energy count (BEEX) technique, which provides nodes the ability to effectively optimize their operation. Using the proposed mechanism, nodes can intelligently adapt their network-layer behavior. The performance of the proposed (BEEX) algorithm is evaluated through a Contiki 3.0 Cooja simulation. The proposed method improves the energy consumption and packet delivery ratio and produces a lower control overhead than other state-of-the-art mechanisms.",2022,iot networks iot networks devices communication mechanism iot network stack proposed devices network stack operation lossy network lln devices standardized protocol protocol lossy networks rpls rpl inefficient network dense networks expected optimize communication inferring devices provides dense network multiarmed bandit mab expected count beex provides nodes optimize operation proposed mechanism nodes proposed beex contiki cooja proposed
275,A Holistic View of the Server Consolidation and Virtual Machines Placement Problems,"Alongside the fourth industrial revolution and many other emerging technologies and markets, IT sectors are obligated to achieve a much higher level of efficiency in managing IT infrastructure through automation. Recent studies reported various statistical analysis that suggests tremendous growth in the energy consumption of data center operation. Accordingly, the CO2 emission footprint of data centers has reported a troubling increase in the past ten years, which is estimated to be the fastest growing CO2 footprint among different IT sectors. Therefore, in this research, we will present a holistic view of current technologies and solution strategies targeting sustainable virtual machines placement in virtualized data centers. Based on the presented literature analysis, we studied the advent and impact of virtualization strategies, the live migration algorithms, cloud computing model, and machine learning approaches on the management of data center for reducing energy consumption. Our findings suggest a steady increase in the complexity of the problem formulation with the advent of new technologies and a similar increase of the possible achievable optimization potential.",2019,alongside fourth technologies sectors obligated reported analysis suggests tremendous data center accordingly footprint data centers reported troubling increase ten fastest footprint sectors holistic technologies strategies targeting placement virtualized data centers analysis advent virtualization strategies live migration data center suggest steady increase formulation advent technologies increase achievable
276,Exploration of Machine Learning Methods for Predicting the Operation Schedule of a Combined Heat and Power Plant,"In the context of sustainable energies, precise monitoring, simulation and forecasting methods are required for ensuring a sustainable and economical operation of energy systems. For combined heat and power (CHP) plants these tasks are typically performed with simulation models that model the physical behavior. With Machine Learning (ML), a data-driven modeling approach is available that can develop a reliable model without knowing detailed component characteristics. This paper compares the performance of different ML methods such as artificial neural networks, support vectors, and decision trees (including ensembles) for predicting the operation schedule of a heat-led CHP plant with heat storage. This includes the design of recursive and multiple output strategies. The experiments show that especially ensembles are well suited to solve the regression problem. They achieve an accuracy of over 98% for the forecast of a one-hour time horizon and still achieve 91% accuracy for a forecast of full days.",2019,energies precise simulation methods ensuring economical operation heat chp plants typically simulation model model knowing detailed component compares methods vectors trees ensembles operation schedule chp heat includes recursive ensembles suited achieve accuracy forecast horizon achieve accuracy forecast full days
277,Building Matters: Spatial Variability in Machine Learning Based Thermal Comfort Prediction in Winters,"Thermal comfort in indoor environments has an enormous impact on the health, well-being, and performance of occupants. Given the focus on energy efficiency and Internet of Things enabled smart buildings, machine learning (ML) is being increasingly used for data-driven thermal comfort (TC) prediction. Generally, ML-based solutions are proposed for air-conditioned or HVAC ventilated buildings and the models are primarily designed for adults. On the other hand, naturally ventilated (NV) buildings are the norm in most countries. They are also ideal for energy conservation and long-term sustainability goals. However, the indoor environment of NV buildings lacks thermal regulation and varies significantly across spatial contexts. These factors make TC prediction extremely challenging. Thus, determining the impact of building environment on the performance of TC models is important. Further, the generalization capability of TC prediction models across different NV indoor spaces needs to be studied. This work addresses these problems. Data is gathered through month-long field experiments conducted in 5 naturally ventilated school buildings, involving 512 primary school students. The impact of spatial variability on student comfort is demonstrated through variation in prediction accuracy (by as much as 71%). The influence of building environment on TC prediction is also demonstrated through variation in feature importance. Further, a comparative analysis of spatial variability in model performance is done for children (our dataset) and adults (ASHRAE-II database). Finally, the generalization capability of thermal comfort models in NV classrooms is assessed and major challenges are highlighted.",2022,thermal comfort indoor impact performance buildings thermal comfort tc prediction ventilated buildings models adults naturally ventilated nv buildings indoor environment nv buildings thermal across spatial tc prediction impact environment performance tc models generalization capability tc prediction models across nv indoor naturally ventilated school buildings school impact spatial variability comfort demonstrated variation prediction environment tc prediction demonstrated variation spatial variability performance adults generalization capability thermal comfort models nv
278,An Efficient E-Waste Management System through Energy-Aware Routing and Hybrid Optimization Deep Learning Routing on an IoT-Cloud Platform,"The rapid pace of technological expansion has resulted in an increase in electronic waste (e-waste) generation. The management of e-waste is a complex and labour-intensive process that requires significant resources. To address this issue, research has focused on developing advanced technologies to classify and manage e-waste more efficiently. In this study, a hybrid approach combining Fractional Henry Gas Optimization (FHGO) and Horse Herd Optimization Algorithm (HOA) is proposed to classify e-waste. The proposed approach, named Fractional Horse Herd Gas Optimization-based Shepherd Convolutional Neural Network (FrHHGO-based ShCNN), is implemented on an IUoT-cloud platform-waste images are collected by IoT nodes and stored in cloud storage, which then uses the FrHHGO algorithm for routing. Feature extraction procedures, such as the Gray Level Co-occurrence Matrix (GLCM) feature, Local Gabor Binary Pattern (LGBP), and Histogram of Oriented Gradient (HOG), are performed, and data augmentation is used to supplement the extracted feature size. The proposed approach outperformed several existing approaches such as Deep Learning, Tensor flow deep learning, Cuckoo search-based Neural network, and Machine learning, achieving an accuracy of 19.49%, 18.05%, 12.77%, and 7.89%, respectively. Moreover, the developed method achieved better performance metrics, including minimal energy of 0.301 J, minimal delay of 0.666 sec, maximal accuracy of 0.950, maximal sensitivity of 0.934, and maximal specificity of 0.967. Thus, the developed FrHHGO-based ShCNN e-waste classification system enhances the social, environmental, and economic sustainability of emerging economies.",2022,classify approach fractional henry gas optimization fhgo horse herd optimization hoa proposed classify proposed approach fractional horse herd gas shepherd neural shcnn frhhgo feature matrix glcm feature gabor binary lgbp histogram hog augmentation supplement feature proposed approach deep tensor deep neural accuracy developed minimal minimal sec maximal accuracy maximal maximal developed shcnn
279,Polarization Sensitivity of Short-Range S-band Radar Sensing System,"Wireless sensing based on radar devices is used today in various environments to ensure sustainability and protection of natural resources, to save time and energy in industry and agriculture, and in many other applications. Development of radar technology, in particular in millimeter-wave frequency bands, has opened many new applications which are being currently developed. Important aspect of these systems is increased level of system autonomy based on the principles of machine learning or artificial intelligence. In order to exploit these advantages, we need to acquire as much as possible measured information which can be used later in various detection scenarios. Our aim is to perform a polarization sensitivity analysis for a simple S-band FMCW radar system. The acquired measured results demonstrate the differences when scanning the polarization and give us a indication on how this can be exploited in future systems with polarization diversity.",2021,radar used various save many applications radar frequency bands opened many applications aspect autonomy principles exploit advantages acquire measured used later various polarization sensitivity fmcw radar acquired measured differences scanning polarization give indication exploited polarization diversity
280,Design of a Smart Metering Device with Edge Computing for Monitoring Silicon Photovoltaic Panels,"Optimizing power generation with photovoltaic panels seeks to achieve the best performance and efficiency, both of single panels and grids comprising several of them. The outcomes depend on ambient conditions, such as irradiance or temperature, but also on external causes (e.g., soiling) that may lead to critical power losses. This paper proposes a smart metering device containing sensors to monitor these panels continuously by collecting I-V curves, a Maximum Power Point Tracker (MPPT) to maintain the optimal operation, as well as security elements to prevent external accesses and protect the generated data. The objective is to create a predictive maintenance system with artificial intelligence algorithms on the edge. Developing those algorithms requires a characterization of the selected panels to get optimal results, detecting failures and troubles swiftly, both of the panel and the smart device. Moreover, periodically or in case of noteworthy events, the device reports the information to a cloud platform by using LoRa 2.4GHz communication protocol. The device must ensure the proper operation of panels, allowing to take sustainable corrective measures by preventing an unnecessary waste of resources (electricity or water, among others). The aim is to avoid irreparable failures that imply high costs and reach high efficiency of the monitoring system and the energy generation process.",2022,power generation panels seeks panels comprising external soiling power device containing panels curves power optimal operation external accesses protect panels get optimal failures troubles swiftly device periodically noteworthy device device operation panels preventing irreparable failures imply generation
281,Deep Reinforcement Learning for Over-the-Air Federated Learning in SWIPT-Enabled IoT Networks,"As a distributed machine learning paradigm, federated learning (FL) has been regarded as a promising candidate to preserve user privacy in Internet of Things (IoT) networks. Leveraging the waveform superposition property of wireless channels, over-the-air FL (AirFL) achieves fast model aggregation by integrating communication and computation via concurrent analog transmissions. To support sustainable AirFL among energy-constrained IoT devices, we consider that the base station (BS) adopts simultaneous wireless information and power transfer (SWIPT) to distribute global model and charge local devices in each communication round. To maximize the long-term energy efficiency (EE) of AirFL, we investigate a resource allocation problem by jointly optimizing the time division, transceiver beamforming, and power splitting in SWIPT-enabled IoT networks. Considering such multiple closely-coupled continuous valuables, we propose a deep reinforcement learning (DRL) algorithm based on twin delayed deep deterministic (TD3) policy to smartly make downlink and uplink communication strategies with the coordination between the BS and devices. Simulation results show that the proposed TD3 algorithm obtains about 41% EE improvement compared to traditional optimization method and other DRL algorithms.",2022,fl regarded preserve iot networks waveform superposition property wireless channels fl airfl achieves aggregation communication concurrent analog transmissions airfl iot devices bs adopts simultaneous wireless swipt distribute devices communication ee airfl division transceiver beamforming splitting iot networks valuables deep drl delayed deep deterministic smartly downlink uplink communication coordination bs devices obtains ee drl
282,"Machine Learning, Deep Learning Models for Agro-Meteorology Applications","Increasing water, energy, and food demand from the rising population of India needs organized water management using clean and sustainable energy with improved crop yield. Agricultural Meteorology is the application of meteorology to the measurement and analysis of the physical environment in the agricultural field. It is the performance of the weather and climate factors that has direct relevance to agriculture and their outcome in crop production. Over the present period, there have been massive improvements in weather prediction systems; yet, their direct applications have not been completely explored in effective crop water management. The aim of this paper is to review the Machine Learning (ML) and Deep Learning (DL) models for agro-meteorological applications. ML and DL-based Climate-smart agriculture approaches are discussed in this paper to maximize crop yield and minimize water use. This review study can be used as an effective platform for irrigation planning, design, and management in smart farming and to address the current challenges in agro-meteorological applications.",2022,water rising india organized water management crop yield agricultural meteorology meteorology measurement agricultural weather direct relevance agriculture outcome crop period weather direct applications completely explored effective crop water management review dl applications agriculture crop yield water review effective irrigation management farming applications
